state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,total,proportion,gender,class
New York,0,2,Good,furniture/equipment,3,0,2,1,female div/dep/mar,none,4,no known property,1,bank,rent,1,skilled,1,none,YES,0,0,female,BAD
Pennsylvania,1,0,Bad,new car,6,0,2,2,male single,none,2,real estate,2,none,rent,2,skilled,2,none,YES,2,1,male,GOOD
Texas,0,1,Good,furniture/equipment,1,0,2,4,male single,unknown,1,life insurance,1,none,own,1,unskilled resident,1,none,NO,0,0,male,BAD
Texas,1,2,Good,domestic appliance,1,0,2,4,male mar/wid,none,-1,real estate,3,none,own,1,unskilled resident,1,yes,NO,0,0,male,BAD
California,0,1,Bad,furniture/equipment,4,0,4,-1,male single,none,3,life insurance,3,none,own,2,skilled,1,none,YES,0,0,male,GOOD
Illinois,0,1,Bad,radio/tv,4,0,3,4,female div/dep/mar,none,3,real estate,3,none,own,4,unskilled resident,1,yes,NO,0,0,female,BAD
Michigan,4,2,Moderate,new car,3,0,2,4,unknown,none,4,car,2,none,unknown,2,skilled,1,yes,NO,4,2,unknown,GOOD
Missouri,2,4,Good,business,4,0,4,4,female div/dep/mar,none,4,real estate,2,bank,own,1,unskilled resident,1,unknown,NO,5,1,female,GOOD
New York,4,4,Good,new car,6,0,2,3,female div/dep/mar,none,4,life insurance,1,none,unknown,-1,unskilled resident,1,yes,YES,6,2,female,BAD
Pennsylvania,0,4,Good,other,2,0,4,-1,male single,none,3,car,2,stores,own,1,high qualif/self emp/mgmt,1,yes,YES,0,0,male,GOOD
Texas,5,0,Moderate,new car,0,1,1,1,female div/dep/mar,none,1,life insurance,2,stores,own,1,unknown,1,none,YES,3,2,female,GOOD
California,0,4,Good,new car,2,0,0,4,female div/dep/mar,none,-1,car,1,none,rent,2,skilled,1,none,YES,0,0,female,GOOD
Illinois,5,4,Moderate,business,8,0,2,1,male single,none,4,real estate,2,none,own,3,unskilled resident,1,yes,NO,7,2,male,GOOD
Maryland,2,2,Bad,new car,4,0,3,2,male single,none,2,life insurance,2,bank,own,2,unknown,1,none,NO,5,1,male,BAD
Michigan,2,4,Moderate,business,7,0,2,1,male single,none,-1,no known property,2,none,for free,1,unknown,1,unknown,NO,7,1,male,BAD
Missouri,5,0,Good,other,5,0,1,1,female div/dep/mar,guarantor,1,real estate,3,none,unknown,1,skilled,1,none,YES,6,2,female,GOOD
New York,4,0,Good,other,0,0,0,4,female div/dep/mar,none,-1,life insurance,2,none,own,1,skilled,1,none,NO,2,2,female,BAD
Pennsylvania,4,4,Good,education,3,0,3,4,female div/dep/mar,none,4,no known property,2,bank,for free,1,unskilled resident,1,none,YES,4,2,female,GOOD
Texas,2,6,Good,furniture/equipment,7,0,2,4,female div/dep/mar,none,2,car,2,none,unknown,1,high qualif/self emp/mgmt,1,yes,YES,7,1,female,GOOD
California,6,1,Good,furniture/equipment,1,0,1,4,unknown,none,2,life insurance,1,none,own,1,unknown,1,none,YES,6,2,unknown,GOOD
Illinois,1,4,Good,furniture/equipment,4,1,2,-1,male single,none,4,real estate,1,stores,own,1,skilled,1,yes,YES,1,1,male,GOOD
Michigan,2,4,Bad,business,8,0,2,3,male single,unknown,2,real estate,4,none,own,1,unknown,1,yes,YES,7,1,male,GOOD
Missouri,6,6,Good,other,6,0,0,4,female div/dep/mar,unknown,4,no known property,3,unknown,for free,1,skilled,1,unknown,YES,6,2,female,GOOD
New York,2,2,Good,radio/tv,4,0,1,4,male single,none,1,real estate,2,none,own,1,skilled,1,none,NO,5,1,male,BAD
Pennsylvania,2,2,Good,used car,1,0,4,4,male single,none,4,no known property,3,bank,for free,1,skilled,2,none,NO,3,1,male,GOOD
Texas,0,1,Good,domestic appliance,0,1,0,-1,female div/dep/mar,none,3,life insurance,1,none,unknown,1,skilled,1,none,NO,0,0,female,GOOD
Texas,6,2,Good,new car,1,1,0,1,female div/dep/mar,none,4,no known property,2,unknown,for free,1,unskilled resident,2,none,YES,7,3,female,GOOD
California,2,4,Good,radio/tv,7,1,1,4,female div/dep/mar,none,2,car,2,bank,unknown,1,skilled,1,none,YES,9,3,female,GOOD
Illinois,1,4,Good,used car,7,0,2,1,female div/dep/mar,guarantor,4,car,1,bank,rent,1,unknown,1,none,NO,2,1,female,GOOD
Indiana,2,2,Moderate,furniture/equipment,3,0,3,4,female div/dep/mar,none,1,real estate,2,none,own,1,skilled,1,none,YES,4,1,female,BAD
Maryland,5,7,Moderate,business,9,0,2,2,male single,none,2,car,3,unknown,own,1,high qualif/self emp/mgmt,1,unknown,NO,9,2,male,GOOD
Michigan,5,7,Moderate,radio/tv,4,0,2,2,unknown,none,2,no known property,2,none,for free,1,high qualif/self emp/mgmt,1,none,YES,5,2,unknown,BAD
Missouri,1,0,Bad,new car,7,0,2,1,unknown,none,3,real estate,2,none,rent,3,skilled,2,none,NO,2,1,unknown,GOOD
New York,5,6,Good,furniture/equipment,7,0,2,-1,female div/dep/mar,co applicant,4,car,1,none,rent,1,skilled,1,none,NO,7,2,female,GOOD
Pennsylvania,2,1,Good,new car,0,0,2,-1,male div/sep,none,2,real estate,3,none,own,1,unskilled resident,1,none,YES,1,1,male,BAD
Texas,4,4,Bad,business,7,0,3,2,male single,none,3,life insurance,2,unknown,own,2,skilled,1,none,YES,7,2,male,GOOD
California,2,2,Bad,new car,2,0,2,3,male single,none,2,life insurance,2,bank,own,2,skilled,1,none,NO,3,1,male,GOOD
Illinois,2,7,Good,business,7,0,2,4,male div/sep,none,2,real estate,2,bank,own,1,skilled,1,none,YES,7,1,male,BAD
Michigan,1,1,Good,furniture/equipment,4,0,1,4,female div/dep/mar,none,1,car,1,none,unknown,1,skilled,1,none,NO,1,0,female,GOOD
Missouri,2,2,Good,radio/tv,6,0,2,4,male single,none,4,no known property,3,none,for free,2,skilled,1,none,NO,4,1,male,GOOD
New York,2,2,Good,radio/tv,3,0,4,4,male single,unknown,2,car,2,none,own,1,skilled,1,none,YES,4,1,male,BAD
Pennsylvania,6,0,Moderate,furniture/equipment,4,0,2,2,unknown,none,2,real estate,3,none,unknown,1,skilled,1,unknown,YES,9,3,unknown,BAD
Texas,2,0,Good,new car,2,0,3,2,male single,none,3,no known property,2,none,own,1,unknown,1,none,YES,3,1,male,BAD
Alabama,2,7,Bad,furniture/equipment,7,0,2,4,male single,none,4,real estate,2,none,own,2,skilled,1,yes,NO,7,1,male,BAD
California,2,0,Good,education,7,0,4,1,male single,none,4,real estate,3,none,own,1,unskilled resident,1,unknown,NO,7,1,male,BAD
Illinois,1,2,Good,radio/tv,7,0,2,2,female div/dep/mar,none,4,car,2,none,own,1,skilled,1,none,YES,4,1,female,BAD
Michigan,0,2,Good,furniture/equipment,4,0,2,4,male single,unknown,3,car,3,unknown,own,-1,skilled,1,none,YES,0,0,male,GOOD
Missouri,4,2,Good,radio/tv,4,0,1,4,male single,none,-1,life insurance,1,none,own,1,skilled,1,none,YES,5,2,male,BAD
New York,2,0,Good,furniture/equipment,3,0,1,2,female div/dep/mar,co applicant,2,car,1,none,rent,2,skilled,1,none,NO,4,1,female,GOOD
Texas,6,4,Good,new car,2,0,1,3,female div/dep/mar,none,-1,car,1,none,own,1,unskilled resident,1,yes,YES,3,2,female,BAD
California,2,1,Good,education,2,0,4,4,male single,none,4,life insurance,3,bank,unknown,3,skilled,2,yes,YES,3,1,male,BAD
Florida,2,4,Good,radio/tv,2,0,3,4,female div/dep/mar,none,1,no known property,2,none,own,1,skilled,1,none,YES,3,1,female,BAD
Illinois,2,7,Moderate,radio/tv,9,0,3,2,unknown,none,4,no known property,1,none,own,2,skilled,1,yes,NO,9,1,unknown,BAD
Michigan,2,1,Good,radio/tv,2,0,1,-1,female div/dep/mar,none,3,car,2,none,own,1,skilled,2,none,YES,3,1,female,BAD
New York,2,7,Moderate,radio/tv,8,0,3,3,male single,none,2,life insurance,2,bank,own,2,skilled,2,yes,YES,7,1,male,BAD
Texas,1,2,Good,education,0,0,0,4,female div/dep/mar,none,1,real estate,2,none,own,1,unemp/unskilled non res,1,unknown,YES,1,0,female,GOOD
Illinois,2,2,Good,education,8,0,2,3,male single,none,2,life insurance,2,none,own,1,high qualif/self emp/mgmt,1,yes,YES,7,1,male,GOOD
Michigan,2,2,Bad,radio/tv,3,0,3,4,male mar/wid,guarantor,2,car,2,none,own,2,skilled,1,yes,NO,4,1,male,GOOD
New York,1,2,Bad,radio/tv,3,0,0,4,male mar/wid,none,-1,life insurance,2,none,own,2,high qualif/self emp/mgmt,1,yes,YES,1,0,male,BAD
Texas,2,6,Moderate,other,9,0,1,4,male single,none,4,car,2,none,rent,2,skilled,1,yes,YES,9,1,male,GOOD
California,0,6,Moderate,other,8,0,2,2,male div/sep,guarantor,-1,real estate,2,none,unknown,2,skilled,1,none,YES,0,0,male,GOOD
Illinois,2,1,Good,new car,2,0,2,2,female div/dep/mar,none,2,life insurance,2,none,own,1,skilled,1,unknown,YES,3,1,female,GOOD
Michigan,6,4,Good,new car,4,0,3,4,male single,none,3,no known property,2,bank,for free,-1,unknown,2,none,NO,9,3,male,GOOD
New York,0,1,Good,education,0,0,2,4,male single,none,4,no known property,2,none,rent,1,unskilled resident,2,none,NO,0,0,male,BAD
New York,1,7,Good,education,9,0,3,4,male single,none,1,no known property,3,none,for free,1,unknown,1,yes,YES,8,1,male,GOOD
Ohio,4,1,Good,furniture/equipment,3,0,2,4,male single,none,2,life insurance,2,none,own,1,unskilled resident,1,none,NO,4,2,male,BAD
Texas,1,4,Good,other,4,0,4,4,male single,co applicant,1,real estate,3,none,own,1,skilled,1,none,YES,1,0,male,GOOD
California,5,6,Moderate,new car,9,1,4,-1,male single,none,4,car,3,none,own,4,high qualif/self emp/mgmt,1,yes,YES,9,2,male,BAD
Illinois,2,4,Bad,used car,5,0,3,4,male single,unknown,3,car,2,none,unknown,2,unknown,1,yes,NO,5,1,male,GOOD
Michigan,2,2,Good,other,7,0,0,1,male single,none,4,no known property,2,none,for free,1,skilled,1,none,YES,7,1,male,GOOD
Michigan,5,1,Good,new car,0,0,4,4,male single,none,4,car,3,bank,own,1,unskilled resident,2,none,YES,2,2,male,GOOD
New York,2,7,Good,other,9,0,3,4,male single,none,3,car,2,stores,own,1,skilled,1,yes,YES,9,1,male,GOOD
New York,4,6,Moderate,business,8,0,0,2,female div/dep/mar,unknown,1,car,2,none,own,2,skilled,1,none,YES,7,2,female,BAD
Ohio,2,2,Bad,furniture/equipment,8,0,4,2,male single,none,1,no known property,3,none,own,1,skilled,1,yes,NO,8,1,male,GOOD
Texas,6,1,Good,radio/tv,1,0,2,3,male mar/wid,none,4,real estate,1,none,rent,1,skilled,1,none,YES,8,3,male,GOOD
California,0,1,Good,new car,0,0,2,4,male mar/wid,none,2,car,1,none,own,1,skilled,1,unknown,NO,0,0,male,GOOD
Illinois,2,4,Good,furniture/equipment,4,0,4,4,male single,none,2,no known property,2,none,own,2,skilled,1,none,NO,4,1,male,BAD
Michigan,6,0,Moderate,furniture/equipment,1,0,0,4,male single,none,1,life insurance,2,stores,own,2,high qualif/self emp/mgmt,1,yes,NO,3,2,male,BAD
Texas,6,0,Bad,education,4,0,2,2,female div/dep/mar,none,-1,life insurance,3,none,own,1,unskilled resident,1,none,YES,8,2,female,GOOD
Illinois,2,4,Bad,other,4,0,0,4,male single,co applicant,-1,no known property,2,bank,own,-1,high qualif/self emp/mgmt,1,yes,YES,5,1,male,BAD
Michigan,5,6,Good,furniture/equipment,7,1,2,4,male single,none,2,no known property,2,stores,own,1,skilled,2,yes,NO,9,3,male,GOOD
Texas,2,7,Good,business,7,0,2,1,female div/dep/mar,none,-1,real estate,2,stores,own,1,skilled,1,none,YES,7,1,female,GOOD
Alabama,2,1,Bad,new car,8,0,4,3,male single,co applicant,4,life insurance,3,none,rent,-1,skilled,1,yes,YES,7,1,male,BAD
Illinois,6,6,Bad,radio/tv,6,0,4,-1,male single,unknown,4,life insurance,3,none,own,1,skilled,1,none,NO,9,2,male,BAD
Michigan,2,4,Bad,business,7,0,2,3,male single,none,3,life insurance,2,none,own,-1,unskilled resident,1,yes,NO,7,1,male,BAD
Texas,2,6,Good,business,8,0,3,-1,male single,unknown,-1,car,2,none,own,2,skilled,1,unknown,YES,8,1,male,BAD
Illinois,2,7,Good,new car,9,0,4,2,male single,none,4,life insurance,3,none,own,1,unknown,1,yes,NO,9,1,male,GOOD
Texas,2,0,Bad,new car,3,0,2,1,male mar/wid,none,2,car,1,unknown,own,-1,skilled,1,none,NO,4,1,male,BAD
Illinois,2,4,Moderate,business,6,0,1,4,male single,none,2,no known property,3,bank,own,1,unskilled resident,1,unknown,NO,6,1,male,BAD
Texas,2,6,Bad,radio/tv,8,0,0,4,female div/dep/mar,none,4,car,2,none,unknown,1,high qualif/self emp/mgmt,1,yes,YES,7,1,female,BAD
Alabama,2,4,Bad,furniture/equipment,8,0,4,4,unknown,none,4,car,2,none,own,1,skilled,1,yes,YES,8,1,unknown,GOOD
Alabama,4,7,Good,radio/tv,8,1,2,2,male mar/wid,none,2,car,1,none,own,1,skilled,1,none,YES,8,2,male,GOOD
Alabama,1,4,Good,radio/tv,5,0,0,4,male single,none,4,real estate,3,bank,rent,-1,unskilled resident,1,none,YES,1,0,male,GOOD
Alabama,2,2,Good,radio/tv,2,0,1,3,female div/dep/mar,none,1,no known property,2,none,own,1,skilled,1,unknown,YES,3,1,female,GOOD
Alabama,2,0,Good,education,2,0,1,1,female div/dep/mar,none,2,no known property,3,none,own,1,unknown,1,none,YES,3,1,female,GOOD
Alabama,2,1,Good,radio/tv,4,0,2,4,male single,unknown,4,no known property,2,none,for free,1,skilled,1,unknown,YES,4,1,male,GOOD
Alabama,2,2,Moderate,radio/tv,2,0,0,-1,male mar/wid,none,3,real estate,2,bank,own,2,skilled,1,none,NO,3,1,male,BAD
Alabama,2,4,Bad,radio/tv,8,0,1,-1,male mar/wid,unknown,3,no known property,3,none,for free,3,skilled,1,yes,NO,8,1,male,BAD
Alabama,5,6,Moderate,business,9,1,3,1,male single,none,3,life insurance,2,unknown,own,2,unskilled resident,2,yes,NO,9,2,male,GOOD
Alabama,2,7,Good,new car,8,0,2,4,male single,unknown,4,no known property,2,none,for free,1,skilled,1,yes,YES,8,1,male,BAD
Alabama,6,1,Bad,radio/tv,2,0,3,4,male single,none,2,life insurance,2,none,unknown,2,skilled,1,yes,YES,8,3,male,BAD
Alabama,6,6,Moderate,new car,6,1,4,4,male single,none,3,no known property,2,none,for free,1,skilled,1,none,YES,6,2,male,GOOD
Alabama,2,0,Good,radio/tv,6,0,4,3,unknown,co applicant,4,no known property,2,none,own,1,skilled,1,unknown,NO,6,1,unknown,GOOD
Arkansas,2,1,Good,new car,7,1,2,1,male single,none,3,life insurance,2,none,own,1,unknown,2,none,NO,8,2,male,GOOD
Arkansas,2,2,Bad,furniture/equipment,0,0,2,2,male div/sep,none,3,life insurance,1,none,unknown,2,skilled,1,none,YES,2,1,male,GOOD
Arkansas,5,2,Good,repairs,6,1,2,-1,female div/dep/mar,none,2,real estate,1,none,own,1,unknown,1,none,YES,6,2,female,GOOD
Arkansas,5,4,Good,radio/tv,6,1,1,2,male single,none,1,car,2,none,own,1,unknown,1,none,NO,6,2,male,GOOD
Arkansas,2,0,Bad,new car,8,0,1,1,male single,unknown,3,real estate,3,none,own,2,unskilled resident,2,none,NO,7,1,male,GOOD
Arkansas,2,4,Good,radio/tv,4,0,3,4,male single,none,2,car,2,none,own,1,skilled,1,yes,NO,4,1,male,GOOD
Arkansas,2,0,Good,used car,4,0,2,2,male single,none,4,life insurance,3,none,rent,1,skilled,1,none,YES,5,1,male,GOOD
Arkansas,4,1,Good,radio/tv,1,0,3,4,male single,guarantor,3,real estate,2,none,own,2,skilled,1,unknown,NO,2,2,male,BAD
Arkansas,2,2,Bad,new car,0,0,0,-1,female div/dep/mar,none,2,life insurance,2,unknown,unknown,1,unemp/unskilled non res,1,unknown,NO,2,1,female,GOOD
Arkansas,2,2,Bad,radio/tv,4,0,0,4,unknown,none,2,car,1,none,own,2,unknown,1,none,YES,5,1,unknown,GOOD
Arkansas,6,2,Moderate,education,3,0,0,4,male single,none,-1,car,2,none,rent,1,high qualif/self emp/mgmt,1,unknown,YES,7,2,male,GOOD
Arkansas,2,1,Good,furniture/equipment,1,0,2,-1,female div/dep/mar,none,4,car,2,none,rent,1,unskilled resident,1,none,YES,2,1,female,GOOD
Arizona,2,7,Bad,used car,8,0,4,4,male single,none,4,no known property,3,none,for free,2,skilled,1,yes,NO,8,1,male,GOOD
Arizona,6,4,Good,radio/tv,2,1,4,4,female div/dep/mar,none,2,no known property,3,none,for free,1,skilled,1,yes,YES,7,2,female,GOOD
Arizona,5,6,Moderate,business,5,1,4,4,male single,none,2,life insurance,3,stores,own,2,skilled,1,none,NO,6,2,male,BAD
Arizona,6,5,Good,business,5,0,1,4,female div/dep/mar,none,1,life insurance,2,unknown,own,1,skilled,2,yes,YES,6,2,female,BAD
Arizona,2,2,Good,new car,8,0,4,1,female div/dep/mar,none,4,no known property,2,none,for free,1,skilled,1,none,YES,8,1,female,GOOD
Arizona,4,7,Good,new car,4,1,3,-1,male single,none,2,life insurance,1,none,own,1,skilled,1,none,YES,6,2,male,BAD
Arizona,6,2,Moderate,other,6,0,1,4,female div/dep/mar,none,3,life insurance,1,none,rent,2,skilled,1,none,NO,6,2,female,GOOD
Arizona,4,0,Good,radio/tv,1,0,4,4,female div/dep/mar,none,4,real estate,1,none,own,1,skilled,1,none,YES,3,2,female,BAD
Arizona,2,2,Good,radio/tv,4,0,2,2,male single,none,2,real estate,2,unknown,unknown,1,unskilled resident,2,none,NO,4,1,male,GOOD
Arizona,2,2,Bad,radio/tv,0,0,4,4,male single,none,3,life insurance,2,bank,own,2,high qualif/self emp/mgmt,1,yes,NO,1,1,male,GOOD
California,2,0,Good,education,1,0,4,4,female div/dep/mar,none,4,no known property,2,none,for free,1,skilled,1,none,YES,2,1,female,BAD
California,2,4,Good,used car,5,0,4,4,male single,none,4,real estate,3,none,own,1,high qualif/self emp/mgmt,1,yes,NO,5,1,male,BAD
California,0,0,Bad,other,1,0,0,4,male single,none,4,real estate,1,none,own,2,unskilled resident,1,unknown,NO,0,0,male,GOOD
California,6,7,Good,new car,9,0,3,4,male single,none,2,no known property,2,none,own,1,high qualif/self emp/mgmt,1,unknown,YES,9,2,male,GOOD
California,2,6,Bad,used car,9,0,4,1,male single,none,4,car,3,none,own,-1,skilled,1,none,NO,9,1,male,BAD
California,2,6,Bad,radio/tv,6,0,4,3,male single,unknown,2,car,2,none,unknown,2,skilled,2,yes,NO,6,1,male,GOOD
California,2,2,Good,radio/tv,2,0,2,4,unknown,unknown,2,no known property,2,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,3,1,unknown,GOOD
California,6,4,Bad,radio/tv,6,0,2,-1,male single,none,2,no known property,2,none,own,2,skilled,1,yes,NO,9,3,male,BAD
California,6,3,Moderate,used car,8,1,4,-1,male mar/wid,none,-1,car,2,bank,own,2,skilled,1,unknown,YES,8,2,male,BAD
California,6,0,Moderate,radio/tv,2,0,0,4,male single,none,2,car,2,none,unknown,2,high qualif/self emp/mgmt,1,yes,NO,9,3,male,BAD
California,2,0,Good,other,0,0,1,-1,female div/dep/mar,none,2,life insurance,1,bank,rent,1,skilled,2,none,NO,1,1,female,BAD
California,0,1,Moderate,new car,1,0,0,-1,female div/dep/mar,none,2,no known property,1,none,own,1,unknown,1,none,YES,0,0,female,GOOD
California,5,2,Good,radio/tv,0,1,2,4,female div/dep/mar,none,3,real estate,4,none,own,1,unskilled resident,1,none,NO,4,2,female,GOOD
California,2,5,Good,new car,6,0,0,3,female div/dep/mar,none,3,real estate,1,none,unknown,1,skilled,1,unknown,NO,6,1,female,BAD
California,2,0,Moderate,new car,0,0,2,-1,female div/dep/mar,none,2,real estate,2,bank,own,2,unskilled resident,1,none,YES,1,1,female,GOOD
California,2,2,Bad,radio/tv,2,0,2,2,male mar/wid,none,2,life insurance,3,none,own,2,unskilled resident,1,none,YES,3,1,male,GOOD
California,1,2,Good,radio/tv,3,0,2,4,female div/dep/mar,none,-1,car,1,bank,rent,-1,skilled,1,none,YES,1,1,female,BAD
California,4,7,Good,business,8,0,4,-1,female div/dep/mar,none,3,no known property,2,none,rent,-1,skilled,1,none,YES,8,2,female,GOOD
California,6,4,Bad,other,1,1,0,2,male div/sep,none,4,real estate,2,none,own,2,skilled,1,yes,NO,9,3,male,GOOD
California,4,4,Moderate,radio/tv,8,0,1,1,male single,none,2,car,2,none,own,1,skilled,1,none,YES,8,2,male,GOOD
California,2,2,Moderate,radio/tv,3,0,2,2,male single,none,4,real estate,2,none,rent,1,unskilled resident,2,none,YES,1,1,male,BAD
California,4,0,Good,radio/tv,4,0,3,4,female div/dep/mar,guarantor,2,real estate,3,none,own,1,unskilled resident,1,none,YES,5,2,female,GOOD
California,2,2,Good,used car,4,0,2,2,unknown,none,4,car,2,none,unknown,1,skilled,1,yes,NO,5,1,unknown,BAD
California,2,0,Bad,new car,7,0,3,1,female div/dep/mar,none,1,real estate,2,none,own,1,unknown,1,none,YES,7,1,female,GOOD
California,4,6,Good,domestic appliance,7,0,1,-1,female div/dep/mar,unknown,2,no known property,2,unknown,own,1,unemp/unskilled non res,1,none,YES,7,2,female,BAD
California,4,4,Good,used car,9,0,2,1,female div/dep/mar,none,4,car,1,none,unknown,2,high qualif/self emp/mgmt,1,none,YES,9,2,female,GOOD
California,1,2,Good,new car,8,1,0,3,male single,none,4,car,2,none,unknown,1,unknown,2,yes,YES,2,1,male,BAD
California,2,0,Bad,new car,4,0,3,1,male single,unknown,3,no known property,2,none,own,2,high qualif/self emp/mgmt,2,yes,NO,5,1,male,GOOD
California,5,6,Moderate,business,8,1,2,4,female div/dep/mar,none,-1,car,2,none,rent,2,unskilled resident,1,unknown,NO,7,2,female,GOOD
California,2,4,Good,new car,5,1,3,2,male single,none,3,no known property,2,bank,own,1,skilled,1,unknown,NO,5,2,male,GOOD
California,5,1,Good,radio/tv,4,0,2,4,male single,none,4,no known property,1,stores,unknown,1,unskilled resident,1,unknown,YES,5,2,male,GOOD
California,2,4,Good,radio/tv,6,0,4,4,male single,none,3,life insurance,3,none,own,1,skilled,1,yes,NO,6,1,male,BAD
California,1,4,Good,furniture/equipment,5,1,2,-1,male single,none,4,real estate,1,stores,own,1,skilled,1,yes,NO,1,1,male,BAD
California,0,7,Bad,furniture/equipment,9,0,3,-1,male single,none,4,life insurance,2,unknown,own,2,high qualif/self emp/mgmt,1,yes,YES,8,1,male,BAD
California,2,2,Bad,business,3,0,1,3,male single,none,1,life insurance,2,bank,own,2,unskilled resident,1,none,NO,1,1,male,GOOD
California,2,2,Good,new car,5,0,0,1,female div/dep/mar,none,4,car,1,none,unknown,1,skilled,1,none,YES,5,1,female,GOOD
California,2,2,Good,new car,1,0,1,3,female div/dep/mar,none,1,real estate,2,none,own,1,unskilled resident,1,none,YES,1,1,female,GOOD
California,2,2,Good,used car,8,0,2,1,male single,none,-1,car,2,none,own,1,skilled,1,none,YES,8,1,male,GOOD
California,2,2,Good,used car,6,0,0,2,male single,none,2,car,2,none,own,1,skilled,1,none,YES,6,1,male,GOOD
California,1,0,Good,furniture/equipment,4,0,4,2,female div/dep/mar,none,1,life insurance,3,unknown,unknown,1,skilled,1,yes,YES,1,1,female,BAD
California,1,2,Good,new car,1,0,1,1,female div/dep/mar,none,2,car,1,none,own,1,unskilled resident,1,none,NO,0,0,female,GOOD
California,6,1,Good,business,0,1,3,-1,female div/dep/mar,none,4,real estate,1,none,rent,1,unskilled resident,1,none,YES,3,2,female,GOOD
California,2,6,Bad,radio/tv,8,0,3,4,female div/dep/mar,none,2,car,1,none,unknown,2,unknown,1,none,YES,8,1,female,BAD
California,2,2,Moderate,repairs,2,0,4,4,male single,none,4,no known property,3,none,for free,2,skilled,1,none,YES,3,1,male,GOOD
California,6,0,Bad,new car,1,0,2,1,male single,none,1,real estate,2,none,unknown,3,unemp/unskilled non res,2,none,YES,9,3,male,GOOD
California,6,2,Bad,radio/tv,1,0,2,3,male single,none,-1,no known property,2,none,for free,2,skilled,1,yes,YES,9,3,male,BAD
California,2,4,Good,new car,2,0,2,-1,male single,guarantor,2,real estate,2,none,unknown,1,skilled,1,yes,NO,3,1,male,GOOD
California,2,1,Bad,new car,0,0,4,4,male single,none,3,life insurance,2,none,unknown,2,skilled,1,none,NO,1,1,male,BAD
California,2,2,Bad,new car,4,0,4,1,unknown,unknown,4,car,3,none,own,1,skilled,1,yes,YES,5,1,unknown,BAD
California,1,2,Bad,furniture/equipment,4,0,2,4,female div/dep/mar,none,4,real estate,1,none,rent,2,skilled,1,none,YES,1,0,female,GOOD
California,1,1,Good,radio/tv,4,0,2,4,male single,none,3,life insurance,1,none,own,1,unskilled resident,1,none,YES,1,1,male,GOOD
California,2,4,Bad,new car,4,0,0,4,male single,none,4,no known property,2,none,for free,1,high qualif/self emp/mgmt,1,yes,YES,5,1,male,BAD
California,2,4,Bad,other,5,0,3,4,male mar/wid,none,3,life insurance,2,none,unknown,2,unknown,1,yes,NO,5,1,male,BAD
California,5,1,Moderate,radio/tv,4,0,0,3,unknown,unknown,3,real estate,2,bank,own,2,unskilled resident,1,none,YES,5,2,unknown,GOOD
California,2,6,Moderate,furniture/equipment,6,0,1,2,male div/sep,none,4,life insurance,2,none,unknown,1,unskilled resident,1,unknown,NO,6,1,male,BAD
California,2,2,Good,used car,6,0,1,1,female div/dep/mar,unknown,-1,no known property,2,none,rent,1,skilled,1,none,YES,6,1,female,GOOD
California,5,1,Bad,furniture/equipment,7,0,4,-1,male single,unknown,4,no known property,2,none,rent,3,skilled,1,yes,YES,7,2,male,GOOD
California,2,1,Bad,other,3,0,4,2,male single,none,4,real estate,2,none,own,2,unskilled resident,1,yes,NO,4,1,male,GOOD
California,1,4,Good,used car,6,0,4,2,female div/dep/mar,none,4,real estate,2,none,rent,1,skilled,1,none,YES,1,1,female,GOOD
California,2,6,Moderate,education,9,0,2,3,female div/dep/mar,none,2,no known property,1,none,own,2,high qualif/self emp/mgmt,1,yes,YES,8,1,female,BAD
California,2,4,Bad,used car,7,0,4,1,male single,none,4,car,2,none,own,1,high qualif/self emp/mgmt,1,yes,YES,6,1,male,GOOD
California,2,4,Bad,radio/tv,4,0,4,4,male single,none,4,life insurance,2,unknown,own,2,skilled,1,none,NO,4,1,male,GOOD
California,6,2,Bad,new car,2,1,0,2,male single,unknown,4,no known property,2,unknown,for free,3,unemp/unskilled non res,1,none,NO,8,3,male,BAD
California,0,4,Good,new car,4,0,2,4,female div/dep/mar,none,-1,real estate,1,none,rent,1,skilled,1,none,YES,0,0,female,GOOD
California,2,6,Bad,new car,7,0,3,4,unknown,none,4,car,2,none,own,2,skilled,1,yes,YES,7,1,unknown,GOOD
California,0,2,Good,radio/tv,7,0,3,-1,female div/dep/mar,guarantor,1,real estate,1,none,own,1,skilled,1,none,NO,1,1,female,BAD
Colorado,2,2,Bad,used car,8,0,4,4,unknown,none,-1,car,2,none,own,2,unknown,1,yes,YES,8,1,unknown,GOOD
Colorado,2,2,Good,repairs,7,0,0,2,female div/dep/mar,none,4,car,4,none,own,1,skilled,1,yes,NO,7,1,female,BAD
Colorado,5,7,Bad,radio/tv,8,0,3,2,male single,guarantor,2,real estate,1,none,own,2,skilled,1,none,NO,8,2,male,BAD
Colorado,2,2,Bad,new car,3,0,4,4,male single,none,4,real estate,3,none,own,1,skilled,1,yes,YES,4,1,male,GOOD
Connecticut,5,1,Moderate,retraining,2,0,2,2,male single,none,2,real estate,2,none,own,1,unskilled resident,1,yes,YES,3,2,male,GOOD
