location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,year,month,class
Other,Oregon,-2336.07,24.0,delayed previously,radio/tv,1659.0,92.06,<1,4,female div/dep/mar,none,2,car,29,none,rent,1,unskilled resident,1,yes,NO,1995,8,BAD
Philadelphia,Pennsylvania,0.0,48.0,delayed previously,radio/tv,7238.0,0.0,>=7,3,male single,none,3,car,32,unknown,own,2,unknown,2,none,YES,1995,8,GOOD
Other,Tennessee,0.0,18.0,unknown,business,2764.0,0.0,1<=X<4,2,female div/dep/mar,none,2,car,26,none,own,-1,skilled,1,yes,YES,1995,8,GOOD
Shelby,Tennessee,0.0,24.0,unknown,unknown,4679.0,0.0,4<=X<7,-1,male single,none,3,car,35,none,own,2,unskilled resident,1,yes,YES,1995,8,GOOD
Other,Texas,46.31,24.0,existing paid,radio/tv,2315.0,324.97,<1,3,male mar/wid,none,2,car,22,none,rent,1,skilled,1,yes,YES,1995,8,GOOD
Dallas,Texas,-9963.11,18.0,existing paid,education,448.0,37.26,<1,4,unknown,none,4,life insurance,23,unknown,own,1,skilled,1,unknown,NO,1995,8,GOOD
Harris,Texas,0.0,18.0,existing paid,new car,654.0,0.0,1<=X<4,4,male single,unknown,3,car,28,none,own,1,unskilled resident,1,none,NO,1995,8,GOOD
Bexar,Texas,0.0,6.0,existing paid,retraining,1238.0,0.0,unemployed,4,unknown,none,-1,life insurance,36,none,own,1,high qualif/self emp/mgmt,2,yes,NO,1995,8,BAD
Other,Wisconsin,0.0,18.0,critical/other existing credit,radio/tv,1245.0,0.0,1<=X<4,4,male mar/wid,none,-1,car,33,none,unknown,1,skilled,1,none,NO,1995,8,GOOD
Maricopa,Arizona,-4938.47,18.0,no credits/all paid,furniture/equipment,3114.0,28.84,<1,1,female div/dep/mar,unknown,4,life insurance,26,none,unknown,1,skilled,1,none,YES,1995,8,BAD
Alameda,California,0.0,39.0,existing paid,used car,2569.0,0.0,1<=X<4,4,male single,none,4,car,33,none,own,1,skilled,1,none,YES,1995,8,GOOD
Los Angeles,California,1525.11,24.0,existing paid,radio/tv,5152.0,12.95,4<=X<7,4,male single,none,-1,car,25,bank,own,1,skilled,1,none,YES,1995,8,BAD
San Diego,California,-1277.22,15.0,critical/other existing credit,furniture/equipment,1478.0,0.0,>=7,4,male single,unknown,4,car,33,none,own,2,skilled,2,yes,YES,1995,9,BAD
San Francisco,California,28.6,12.0,unknown,radio/tv,3573.0,0.0,1<=X<4,1,female div/dep/mar,none,-1,real estate,23,none,own,1,unskilled resident,1,none,YES,1995,9,BAD
Fulton,Georgia,35.33,24.0,existing paid,new car,1201.0,98.3,<1,4,male single,none,1,life insurance,26,none,unknown,1,skilled,1,none,YES,1995,9,BAD
Cook,Illinois,-429.47,30.0,existing paid,furniture/equipment,3622.0,3227.17,unknown,4,unknown,unknown,4,no known property,57,none,rent,2,skilled,1,yes,NO,1995,9,GOOD
Marion,Indiana,0.0,15.0,delayed previously,furniture/equipment,960.0,0.0,4<=X<7,3,female div/dep/mar,none,2,life insurance,30,none,own,2,skilled,1,none,YES,1995,9,BAD
Orleans,Louisiana,0.0,12.0,critical/other existing credit,new car,1163.0,0.0,1<=X<4,4,male single,unknown,4,real estate,44,none,own,1,skilled,1,unknown,YES,1995,9,GOOD
Baltimore city,Maryland,6.78,6.0,unknown,new car,1209.0,78.37,unemployed,4,male single,none,4,life insurance,47,none,own,1,high qualif/self emp/mgmt,1,yes,NO,1995,9,GOOD
Wayne,Michigan,0.0,12.0,existing paid,unknown,3077.0,0.0,1<=X<4,2,unknown,none,4,car,52,none,own,1,skilled,1,yes,YES,1995,9,GOOD
St. Louis,Missouri,0.0,18.0,unknown,unknown,3757.0,0.0,unknown,4,female div/dep/mar,co applicant,-1,no known property,62,none,for free,1,skilled,1,yes,NO,1995,9,GOOD
Other,New Jersey,0.0,10.0,existing paid,unknown,1418.0,0.0,1<=X<4,3,male single,none,-1,real estate,35,none,rent,1,unskilled resident,1,unknown,YES,1995,9,BAD
Essex,New Jersey,0.0,6.0,existing paid,unknown,3518.0,0.0,1<=X<4,2,male single,guarantor,3,life insurance,26,none,rent,1,skilled,1,none,NO,1995,9,BAD
New York,New York,156.83,18.0,unknown,business,8318.0,84.15,>=7,2,female div/dep/mar,none,4,no known property,33,none,for free,2,high qualif/self emp/mgmt,1,yes,NO,1995,9,BAD
Philadelphia,Pennsylvania,0.0,6.0,critical/other existing credit,radio/tv,1237.0,0.0,unknown,1,female div/dep/mar,none,1,life insurance,27,none,own,2,skilled,1,none,NO,1995,9,GOOD
Shelby,Tennessee,19.96,6.0,existing paid,radio/tv,368.0,0.0,unknown,4,unknown,none,4,life insurance,38,none,own,1,skilled,1,none,YES,1995,9,GOOD
Other,Texas,-9227.53,12.0,critical/other existing credit,new car,2122.0,55.13,1<=X<4,3,male single,none,2,real estate,33,none,rent,2,unskilled resident,2,none,NO,1995,9,GOOD
Dallas,Texas,-7638.04,24.0,existing paid,furniture/equipment,2996.0,0.0,1<=X<4,2,male mar/wid,unknown,4,car,20,none,own,1,skilled,1,none,NO,1995,9,BAD
Harris,Texas,180.86,18.0,existing paid,furniture/equipment,9034.0,242.99,<1,4,male single,co applicant,1,no known property,29,none,rent,1,high qualif/self emp/mgmt,1,yes,YES,1995,9,BAD
Bexar,Texas,0.0,24.0,critical/other existing credit,furniture/equipment,1585.0,0.0,4<=X<7,4,male single,none,-1,life insurance,40,none,own,2,skilled,1,none,NO,1995,9,GOOD
Maricopa,Arizona,85.67,18.0,existing paid,radio/tv,2315.0,14.86,>=7,4,male mar/wid,guarantor,2,real estate,32,unknown,own,1,unskilled resident,1,none,YES,1995,9,BAD
Alameda,California,3311.7,6.0,critical/other existing credit,unknown,1323.0,442.18,>=7,2,male div/sep,none,4,car,28,unknown,own,2,skilled,2,yes,YES,1995,9,GOOD
Los Angeles,California,-5229.05,24.0,unknown,new car,3123.0,17.05,unknown,4,female div/dep/mar,none,1,life insurance,27,none,own,1,skilled,1,none,YES,1995,9,GOOD
San Francisco,California,-5239.0,36.0,existing paid,used car,5493.0,0.0,>=7,2,male single,none,4,no known property,42,none,for free,-1,skilled,2,none,NO,1995,9,GOOD
Fulton,Georgia,6307.46,9.0,unknown,radio/tv,2315.0,238.87,unknown,-1,male div/sep,none,4,no known property,49,none,own,1,skilled,1,none,NO,1995,9,BAD
Cook,Illinois,58.57,24.0,critical/other existing credit,radio/tv,1216.0,354.18,<1,4,male single,none,4,no known property,38,bank,own,2,skilled,2,none,NO,1995,9,BAD
Marion,Indiana,-7648.53,24.0,existing paid,new car,1207.0,35.15,unknown,4,unknown,none,4,life insurance,24,none,rent,-1,skilled,1,none,YES,1995,9,GOOD
Orleans,Louisiana,0.0,10.0,existing paid,new car,1309.0,0.0,1<=X<4,4,male single,guarantor,4,life insurance,27,none,own,1,unskilled resident,1,none,NO,1995,9,GOOD
Wayne,Michigan,6026.68,15.0,critical/other existing credit,used car,2360.0,651.95,1<=X<4,2,male single,none,2,car,36,none,own,1,skilled,1,yes,NO,1995,9,GOOD
St. Louis,Missouri,131.74,15.0,all paid,new car,2315.0,207.23,unemployed,1,male single,none,2,life insurance,34,unknown,own,1,high qualif/self emp/mgmt,2,yes,NO,1995,9,BAD
Other,New Jersey,0.0,24.0,existing paid,radio/tv,2315.0,0.0,1<=X<4,4,unknown,none,2,life insurance,28,unknown,unknown,1,unknown,1,none,NO,1995,9,BAD
Essex,New Jersey,0.0,39.0,existing paid,unknown,8588.0,0.0,>=7,4,male single,none,2,car,45,none,own,1,unknown,1,yes,NO,1995,10,GOOD
Clark,Nevada,-113.48,12.0,existing paid,new car,759.0,0.0,4<=X<7,4,male single,none,2,real estate,26,none,own,1,skilled,1,none,YES,1995,10,BAD
New York,New York,0.0,36.0,existing paid,used car,4686.0,0.0,1<=X<4,2,unknown,none,2,no known property,33,none,for free,-1,high qualif/self emp/mgmt,1,yes,NO,1995,10,BAD
Philadelphia,Pennsylvania,7770.45,15.0,existing paid,business,2687.0,49.54,unknown,2,male single,none,4,life insurance,26,unknown,rent,1,unknown,1,unknown,YES,1995,10,BAD
Shelby,Tennessee,139.31,12.0,delayed previously,radio/tv,585.0,55.52,1<=X<4,4,male mar/wid,co applicant,4,real estate,20,none,rent,2,skilled,1,unknown,YES,1995,10,GOOD
Dallas,Texas,0.0,24.0,existing paid,new car,2315.0,0.0,<1,4,male single,none,1,life insurance,54,none,own,1,skilled,1,none,YES,1995,10,GOOD
Harris,Texas,-1828.56,6.0,critical/other existing credit,new car,609.0,0.0,4<=X<7,4,female div/dep/mar,none,3,life insurance,37,none,own,2,skilled,1,none,NO,1995,10,BAD
Bexar,Texas,-8733.45,6.0,critical/other existing credit,new car,1361.0,36.33,<1,2,male single,none,4,real estate,40,none,unknown,1,unskilled resident,2,none,YES,1995,10,GOOD
Maricopa,Arizona,0.0,36.0,critical/other existing credit,furniture/equipment,7127.0,0.0,<1,2,female div/dep/mar,none,4,life insurance,23,unknown,rent,2,skilled,1,yes,NO,1995,10,BAD
Alameda,California,-2118.37,6.0,existing paid,new car,1203.0,432.97,>=7,3,male single,none,2,life insurance,43,none,own,1,skilled,1,yes,NO,1995,10,GOOD
Los Angeles,California,0.0,6.0,critical/other existing credit,unknown,700.0,0.0,>=7,4,male single,none,4,no known property,36,none,for free,2,skilled,1,none,YES,1995,10,GOOD
San Francisco,California,0.0,24.0,critical/other existing credit,repairs,2315.0,0.0,>=7,3,male single,unknown,4,no known property,44,none,for free,2,skilled,1,none,YES,1995,10,GOOD
Fulton,Georgia,-8455.84,18.0,existing paid,radio/tv,3190.0,45.05,unknown,2,female div/dep/mar,none,2,real estate,24,none,own,1,skilled,1,none,YES,1995,10,BAD
Cook,Illinois,-8255.57,48.0,no credits/all paid,furniture/equipment,7119.0,97.02,1<=X<4,3,male single,none,4,no known property,33,none,for free,-1,skilled,2,none,YES,1995,10,GOOD
Marion,Indiana,0.0,24.0,existing paid,unknown,3488.0,0.0,4<=X<7,3,female div/dep/mar,none,4,car,33,none,own,1,skilled,1,none,NO,1995,10,BAD
Orleans,Louisiana,1.57,18.0,existing paid,radio/tv,1113.0,47.41,1<=X<4,4,unknown,guarantor,4,real estate,26,none,own,1,unskilled resident,1,none,YES,1995,10,BAD
Baltimore city,Maryland,190.77,26.0,existing paid,used car,7966.0,6.71,<1,2,male single,none,3,no known property,30,none,own,2,skilled,1,none,YES,1995,10,GOOD
Wayne,Michigan,0.0,15.0,critical/other existing credit,education,1532.0,0.0,1<=X<4,4,female div/dep/mar,none,3,car,31,unknown,own,1,unknown,1,none,YES,1995,10,BAD
St. Louis,Missouri,0.0,4.0,critical/other existing credit,radio/tv,1503.0,0.0,4<=X<7,2,male single,none,-1,real estate,42,none,own,2,unknown,2,none,NO,1995,10,GOOD
Clark,Nevada,-1149.77,6.0,existing paid,new car,662.0,32.76,<1,3,male single,none,4,real estate,41,none,own,1,unknown,2,yes,YES,1995,10,GOOD
New York,New York,17.19,36.0,existing paid,education,2273.0,6.47,4<=X<7,3,male single,none,1,no known property,32,none,own,2,skilled,2,none,NO,1995,10,GOOD
Philadelphia,Pennsylvania,97.6,15.0,existing paid,new car,2631.0,183.61,unknown,2,female div/dep/mar,none,-1,car,28,none,rent,2,skilled,1,yes,YES,1995,10,BAD
Shelby,Tennessee,0.0,12.0,delayed previously,used car,1503.0,0.0,1<=X<4,4,male mar/wid,none,4,real estate,41,none,rent,1,skilled,1,none,YES,1995,10,GOOD
Dallas,Texas,0.0,24.0,existing paid,radio/tv,1311.0,0.0,4<=X<7,4,male mar/wid,none,3,life insurance,26,none,own,1,skilled,1,yes,YES,1995,10,GOOD
Harris,Texas,0.0,24.0,existing paid,radio/tv,3105.0,0.0,<1,4,male single,none,2,car,25,none,own,2,skilled,1,none,NO,1995,10,BAD
Bexar,Texas,6101.43,21.0,critical/other existing credit,education,2319.0,1.47,<1,2,male div/sep,none,1,no known property,33,none,rent,1,skilled,1,none,NO,1995,10,BAD
Bexar,Texas,-114.64,6.0,existing paid,new car,1374.0,0.0,unemployed,-1,female div/dep/mar,none,-1,life insurance,75,unknown,own,1,high qualif/self emp/mgmt,1,unknown,NO,1995,10,BAD
Los Angeles,California,125.78,18.0,critical/other existing credit,furniture/equipment,3612.0,28.3,>=7,3,female div/dep/mar,none,4,life insurance,33,none,unknown,1,skilled,1,yes,YES,1995,10,GOOD
San Francisco,California,-8788.57,48.0,unknown,new car,7763.0,30.91,>=7,4,male single,none,4,no known property,42,bank,for free,1,high qualif/self emp/mgmt,1,none,YES,1995,10,BAD
Fulton,Georgia,2754.09,18.0,existing paid,furniture/equipment,3049.0,30.99,<1,1,female div/dep/mar,none,1,life insurance,45,stores,own,1,unskilled resident,1,none,YES,1995,10,BAD
Cook,Illinois,137.2,12.0,existing paid,radio/tv,1534.0,4.99,<1,1,male mar/wid,none,1,real estate,23,none,rent,-1,skilled,1,none,NO,1995,11,GOOD
Marion,Indiana,0.0,24.0,delayed previously,new car,2032.0,0.0,>=7,4,male single,none,4,no known property,60,none,for free,2,unknown,1,yes,NO,1995,11,GOOD
Orleans,Louisiana,-4007.13,30.0,existing paid,furniture/equipment,6350.0,0.0,>=7,4,male single,none,4,life insurance,31,none,own,1,skilled,1,none,NO,1995,11,GOOD
Baltimore city,Maryland,9351.05,18.0,existing paid,furniture/equipment,2864.0,18.37,1<=X<4,2,male single,none,1,no known property,34,none,own,1,unskilled resident,2,none,NO,1995,11,BAD
Wayne,Michigan,0.0,12.0,critical/other existing credit,new car,1255.0,0.0,>=7,4,male single,none,4,real estate,61,none,own,2,unskilled resident,1,unknown,NO,1995,11,BAD
Other,Missouri,-643.65,24.0,delayed previously,new car,1333.0,27.22,unemployed,4,male single,none,2,real estate,43,none,for free,2,skilled,2,none,YES,1995,11,GOOD
Essex,New Jersey,0.0,18.0,critical/other existing credit,new car,2022.0,0.0,1<=X<4,4,female div/dep/mar,none,4,car,37,none,own,1,skilled,1,yes,YES,1995,11,BAD
Clark,Nevada,0.0,24.0,existing paid,radio/tv,1552.0,0.0,4<=X<7,-1,male single,unknown,1,car,32,bank,own,1,skilled,2,none,NO,1995,11,BAD
New York,New York,0.0,12.0,all paid,radio/tv,626.0,0.0,1<=X<4,4,female div/dep/mar,none,-1,real estate,24,bank,own,1,unskilled resident,1,none,YES,1995,11,BAD
Philadelphia,Pennsylvania,0.0,48.0,critical/other existing credit,used car,8858.0,0.0,4<=X<7,2,male single,none,1,no known property,35,none,for free,2,unknown,1,yes,NO,1995,11,GOOD
Dallas,Texas,0.0,12.0,critical/other existing credit,unknown,996.0,0.0,4<=X<7,4,female div/dep/mar,none,4,real estate,23,none,unknown,2,skilled,1,none,NO,1995,11,GOOD
Harris,Texas,0.0,6.0,all paid,radio/tv,1750.0,0.0,>=7,2,male single,none,4,life insurance,45,bank,own,1,unskilled resident,2,none,YES,1995,11,GOOD
Bexar,Texas,-8206.97,48.0,existing paid,radio/tv,2315.0,36.37,4<=X<7,1,male mar/wid,guarantor,1,real estate,33,none,own,2,skilled,1,yes,YES,1995,11,BAD
Los Angeles,California,187.52,12.0,critical/other existing credit,unknown,1995.0,214.45,<1,4,male single,none,1,car,27,unknown,own,1,skilled,1,none,YES,1995,11,GOOD
San Francisco,California,104.1,9.0,existing paid,education,1199.0,90.98,4<=X<7,4,female div/dep/mar,none,4,life insurance,67,none,own,2,high qualif/self emp/mgmt,1,yes,YES,1995,11,BAD
Cook,Illinois,32.01,12.0,unknown,radio/tv,1331.0,3.87,<1,2,male single,none,1,car,22,stores,own,1,skilled,1,none,YES,1995,11,BAD
Marion,Indiana,4.96,18.0,no credits/all paid,new car,2278.0,245.49,unknown,3,female div/dep/mar,none,3,car,28,none,own,2,skilled,1,none,YES,1995,11,GOOD
Orleans,Louisiana,0.0,21.0,no credits/all paid,new car,2315.0,0.0,1<=X<4,1,female div/dep/mar,none,4,life insurance,29,bank,own,2,skilled,1,unknown,NO,1995,11,GOOD
Baltimore city,Maryland,-7703.31,24.0,all paid,furniture/equipment,3552.0,34.27,4<=X<7,3,male single,none,4,no known property,27,bank,own,1,skilled,1,none,YES,1995,11,GOOD
Wayne,Michigan,150.22,18.0,critical/other existing credit,furniture/equipment,1928.0,98.59,<1,-1,male single,none,-1,real estate,31,none,own,2,unskilled resident,1,none,NO,1995,11,GOOD
Other,Missouri,-6115.25,24.0,unknown,used car,2964.0,0.0,>=7,4,male single,none,-1,no known property,49,bank,for free,1,skilled,2,yes,YES,1995,11,GOOD
Essex,New Jersey,-565.62,24.0,unknown,unknown,1546.0,34.47,4<=X<7,4,male single,guarantor,4,car,24,bank,rent,1,unknown,1,none,YES,1995,11,GOOD
Clark,Nevada,2165.21,6.0,delayed previously,radio/tv,683.0,76.88,<1,2,female div/dep/mar,none,1,life insurance,29,bank,own,1,skilled,1,none,NO,1995,11,GOOD
New York,New York,16.83,36.0,existing paid,new car,12389.0,0.0,1<=X<4,1,male single,none,4,no known property,37,none,for free,1,skilled,1,yes,NO,1995,11,BAD
Philadelphia,Pennsylvania,45.62,18.0,delayed previously,business,4712.0,0.0,1<=X<4,4,male single,unknown,2,life insurance,37,unknown,own,2,high qualif/self emp/mgmt,1,yes,NO,1995,11,GOOD
Dallas,Texas,105.1,24.0,delayed previously,radio/tv,1553.0,427.25,4<=X<7,3,female div/dep/mar,none,2,life insurance,23,none,rent,2,skilled,1,yes,YES,1995,11,GOOD
Harris,Texas,-4731.97,12.0,existing paid,new car,1372.0,73.59,unknown,2,male div/sep,unknown,-1,no known property,36,none,own,1,skilled,1,none,NO,1995,11,GOOD
Bexar,Texas,0.0,24.0,critical/other existing credit,radio/tv,2315.0,0.0,>=7,2,male single,none,2,car,34,none,own,1,skilled,1,none,NO,1995,11,GOOD
Los Angeles,California,141.77,48.0,existing paid,unknown,3979.0,0.0,4<=X<7,4,male single,unknown,1,car,41,none,own,2,skilled,2,yes,YES,1995,11,GOOD
Cook,Illinois,-8505.01,48.0,existing paid,radio/tv,6758.0,79.62,1<=X<4,3,female div/dep/mar,none,2,car,31,none,own,1,skilled,1,yes,NO,1995,11,GOOD
Baltimore city,Maryland,-1076.42,18.0,existing paid,furniture/equipment,3234.0,32.53,unknown,4,unknown,unknown,4,real estate,23,none,rent,1,unskilled resident,1,yes,NO,1995,12,GOOD
Wayne,Michigan,0.0,30.0,unknown,radio/tv,5954.0,0.0,4<=X<7,-1,male single,co applicant,2,car,38,none,own,1,skilled,1,unknown,YES,1995,12,GOOD
St. Louis,Missouri,0.0,18.0,existing paid,used car,5433.0,0.0,unemployed,2,female div/dep/mar,none,-1,life insurance,26,none,rent,1,high qualif/self emp/mgmt,1,yes,NO,1995,12,GOOD
Clark,Nevada,-7798.75,18.0,existing paid,unknown,806.0,56.13,1<=X<4,4,female div/dep/mar,none,4,life insurance,33,none,unknown,1,unknown,1,none,NO,1995,12,GOOD
New York,New York,34.86,9.0,existing paid,radio/tv,1082.0,75.33,>=7,4,male single,none,4,no known property,33,none,own,2,unskilled resident,1,none,NO,1995,12,BAD
Philadelphia,Pennsylvania,0.0,15.0,critical/other existing credit,furniture/equipment,2788.0,0.0,4<=X<7,2,female div/dep/mar,co applicant,3,no known property,24,bank,own,2,skilled,1,none,YES,1995,12,GOOD
Dallas,Texas,177.2,12.0,existing paid,radio/tv,2930.0,85.34,4<=X<7,2,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,NO,1995,12,BAD
Harris,Texas,0.0,24.0,critical/other existing credit,education,1927.0,0.0,1<=X<4,3,female div/dep/mar,none,2,car,33,none,unknown,2,skilled,1,yes,YES,1995,12,GOOD
Bexar,Texas,198.94,36.0,critical/other existing credit,new car,2820.0,19.45,<1,-1,male div/sep,none,-1,no known property,27,none,own,2,skilled,1,none,YES,1995,12,GOOD
Los Angeles,California,0.0,24.0,existing paid,unknown,937.0,0.0,<1,4,male mar/wid,none,-1,car,33,none,own,2,unskilled resident,1,none,NO,1995,12,BAD
Cook,Illinois,15.62,18.0,critical/other existing credit,new car,1056.0,14.8,>=7,3,male single,guarantor,3,real estate,30,bank,own,2,skilled,1,unknown,YES,1995,12,GOOD
Baltimore city,Maryland,11.12,12.0,critical/other existing credit,new car,3124.0,52.67,unknown,1,male single,none,3,real estate,49,bank,own,2,unknown,2,none,NO,1995,12,BAD
Wayne,Michigan,0.0,9.0,existing paid,furniture/equipment,1388.0,0.0,1<=X<4,4,female div/dep/mar,none,2,real estate,26,none,rent,1,skilled,1,none,YES,1995,12,GOOD
St. Louis,Missouri,158.08,36.0,existing paid,repairs,2384.0,59.98,<1,4,male single,none,1,no known property,33,none,rent,1,unskilled resident,1,none,NO,1995,12,GOOD
Clark,Nevada,0.0,12.0,existing paid,new car,2133.0,0.0,>=7,4,female div/dep/mar,none,4,no known property,52,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,1995,12,BAD
New York,New York,-7660.79,18.0,existing paid,furniture/equipment,2039.0,66.73,1<=X<4,1,female div/dep/mar,none,4,no known property,20,bank,rent,1,skilled,1,none,YES,1995,12,BAD
Philadelphia,Pennsylvania,-2109.83,9.0,critical/other existing credit,new car,2799.0,52.78,1<=X<4,2,male single,none,2,real estate,36,none,rent,2,skilled,2,none,YES,1995,12,GOOD
Harris,Texas,-8493.58,12.0,existing paid,furniture/equipment,1289.0,33.14,1<=X<4,4,male single,unknown,1,life insurance,21,none,own,1,unskilled resident,1,none,NO,1995,12,BAD
Bexar,Texas,-4419.02,18.0,existing paid,domestic appliance,1217.0,0.0,1<=X<4,4,male mar/wid,none,-1,real estate,47,none,own,1,unskilled resident,1,yes,NO,1995,12,BAD
Los Angeles,California,-7550.63,12.0,critical/other existing credit,furniture/equipment,2246.0,2.68,>=7,-1,male single,none,3,life insurance,60,none,own,2,skilled,1,none,YES,1995,12,GOOD
Cook,Illinois,-7837.91,12.0,critical/other existing credit,radio/tv,2315.0,72.73,4<=X<7,4,female div/dep/mar,none,3,real estate,58,none,own,4,unskilled resident,1,yes,NO,1995,12,BAD
Wayne,Michigan,23.86,18.0,delayed previously,new car,1965.0,0.0,1<=X<4,4,unknown,none,4,car,33,none,unknown,2,skilled,1,yes,NO,1995,12,GOOD
St. Louis,Missouri,0.0,21.0,existing paid,business,2315.0,0.0,>=7,4,female div/dep/mar,none,4,real estate,36,bank,own,1,unskilled resident,1,unknown,NO,1995,12,GOOD
New York,New York,51.5,24.0,existing paid,new car,2718.0,64.05,1<=X<4,3,female div/dep/mar,none,4,life insurance,20,none,unknown,-1,unskilled resident,1,yes,YES,1995,12,BAD
Philadelphia,Pennsylvania,-6474.5,24.0,all paid,other,1358.0,0.0,>=7,-1,male single,none,3,car,40,stores,own,1,high qualif/self emp/mgmt,1,yes,YES,1995,12,GOOD
Harris,Texas,137.68,6.0,unknown,new car,931.0,324.58,<1,1,female div/dep/mar,none,1,life insurance,32,stores,own,1,unknown,1,none,YES,1995,12,GOOD
Los Angeles,California,-7808.18,24.0,existing paid,new car,1442.0,25.48,unknown,4,female div/dep/mar,none,-1,car,23,none,rent,2,skilled,1,none,YES,1995,12,GOOD
Cook,Illinois,100.19,24.0,no credits/all paid,business,4241.0,13.53,1<=X<4,1,male single,none,4,real estate,36,none,own,3,unskilled resident,1,yes,NO,1995,12,GOOD
Baltimore city,Maryland,0.0,18.0,critical/other existing credit,new car,2315.0,0.0,4<=X<7,2,male single,none,2,life insurance,31,bank,own,2,unknown,1,none,NO,1995,12,BAD
Wayne,Michigan,0.0,24.0,delayed previously,business,3863.0,0.0,1<=X<4,1,male single,none,-1,no known property,32,none,for free,1,unknown,1,unknown,NO,1995,12,BAD
Other,Missouri,141.17,7.0,existing paid,unknown,2329.0,76.66,<1,1,female div/dep/mar,guarantor,1,real estate,45,none,unknown,1,skilled,1,none,YES,1995,12,GOOD
New York,New York,48.14,9.0,existing paid,unknown,918.0,84.97,unknown,4,female div/dep/mar,none,-1,life insurance,33,none,own,1,skilled,1,none,NO,1996,1,BAD
Philadelphia,Pennsylvania,10.4,24.0,all paid,education,1837.0,53.92,4<=X<7,4,female div/dep/mar,none,4,no known property,34,bank,for free,1,unskilled resident,1,none,YES,1996,1,GOOD
Harris,Texas,0.0,36.0,existing paid,furniture/equipment,3349.0,0.0,1<=X<4,4,female div/dep/mar,none,2,car,28,none,unknown,1,high qualif/self emp/mgmt,1,yes,YES,1996,1,GOOD
Los Angeles,California,1789.83,10.0,existing paid,furniture/equipment,1275.0,58.68,<1,4,unknown,none,2,life insurance,23,none,own,1,unknown,1,none,YES,1996,1,GOOD
Cook,Illinois,-4763.99,24.0,all paid,furniture/equipment,2315.0,776.87,1<=X<4,-1,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,YES,1996,1,GOOD
Wayne,Michigan,0.0,24.0,critical/other existing credit,business,4526.0,0.0,1<=X<4,3,male single,unknown,2,real estate,74,none,own,1,unknown,1,yes,YES,1996,1,GOOD
St. Louis,Missouri,168.77,36.0,existing paid,unknown,2671.0,0.0,unknown,4,female div/dep/mar,unknown,4,no known property,50,unknown,for free,1,skilled,1,unknown,YES,1996,1,GOOD
New York,New York,0.0,18.0,existing paid,radio/tv,2315.0,0.0,<1,4,male single,none,1,real estate,33,none,own,1,skilled,1,none,NO,1996,1,BAD
Philadelphia,Pennsylvania,0.0,15.0,existing paid,used car,1300.0,0.0,>=7,4,male single,none,4,no known property,45,bank,for free,1,skilled,2,none,NO,1996,1,GOOD
Harris,Texas,-6772.88,12.0,existing paid,domestic appliance,741.0,280.59,unemployed,-1,female div/dep/mar,none,3,life insurance,22,none,unknown,1,skilled,1,none,NO,1996,1,GOOD
Harris,Texas,3206.06,18.0,existing paid,new car,1240.0,191.82,unknown,1,female div/dep/mar,none,4,no known property,33,unknown,for free,1,unskilled resident,2,none,YES,1996,1,GOOD
Los Angeles,California,-1041.19,21.0,existing paid,radio/tv,3357.0,8629.45,<1,4,female div/dep/mar,none,2,car,29,bank,unknown,1,skilled,1,none,YES,1996,1,GOOD
Cook,Illinois,-2735.83,24.0,all paid,used car,3632.0,58.25,1<=X<4,1,female div/dep/mar,guarantor,4,car,22,bank,rent,1,unknown,1,none,NO,1996,1,GOOD
Other,Indiana,0.0,18.0,delayed previously,furniture/equipment,1808.0,0.0,4<=X<7,4,female div/dep/mar,none,1,real estate,33,none,own,1,skilled,1,none,YES,1996,1,BAD
Other,Maryland,141.49,48.0,no credits/all paid,business,12204.0,0.0,1<=X<4,2,male single,none,2,car,48,unknown,own,1,high qualif/self emp/mgmt,1,unknown,NO,1996,1,GOOD
Wayne,Michigan,162.45,60.0,delayed previously,radio/tv,2315.0,0.0,1<=X<4,2,unknown,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,none,YES,1996,1,BAD
Other,Missouri,-3041.24,6.0,critical/other existing credit,new car,3676.0,29.16,1<=X<4,1,unknown,none,3,real estate,37,none,rent,3,skilled,2,none,NO,1996,1,GOOD
New York,New York,132.49,30.0,existing paid,furniture/equipment,3441.0,0.0,1<=X<4,-1,female div/dep/mar,co applicant,4,car,21,none,rent,1,skilled,1,none,NO,1996,1,GOOD
Philadelphia,Pennsylvania,0.0,12.0,existing paid,new car,640.0,0.0,1<=X<4,-1,male div/sep,none,2,real estate,49,none,own,1,unskilled resident,1,none,YES,1996,1,BAD
Harris,Texas,19.98,21.0,critical/other existing credit,business,3652.0,51.81,4<=X<7,2,male single,none,3,life insurance,27,unknown,own,2,skilled,1,none,YES,1996,1,GOOD
Los Angeles,California,0.0,18.0,critical/other existing credit,new car,1530.0,0.0,1<=X<4,3,male single,none,2,life insurance,32,bank,own,2,skilled,1,none,NO,1996,1,GOOD
