state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,total,proportion,gender,class
Pennsylvania,0.0,48.0,Moderate,radio/tv,7238.0,0.0,4,3,male single,none,3,car,32,unknown,own,2,unknown,2,none,YES,7238.0,0.0,male,GOOD
Tennessee,0.0,18.0,Moderate,business,2764.0,0.0,2,2,female div/dep/mar,none,2,car,26,none,own,-1,skilled,1,yes,YES,2764.0,0.0,female,GOOD
Tennessee,0.0,24.0,Moderate,other,4679.0,0.0,3,-1,male single,none,3,car,35,none,own,2,unskilled resident,1,yes,YES,4679.0,0.0,male,GOOD
Texas,46.31,24.0,Good,radio/tv,2315.0,324.97,1,3,male mar/wid,none,2,car,22,none,rent,1,skilled,1,yes,YES,2686.28,0.16031088082901557,male,GOOD
Texas,-9963.11,18.0,Good,education,448.0,37.26,1,4,unknown,none,4,life insurance,23,unknown,own,1,skilled,1,unknown,NO,-9477.85,-22.106570155902006,unknown,GOOD
Texas,0.0,18.0,Good,new car,654.0,0.0,2,4,male single,unknown,3,car,28,none,own,1,unskilled resident,1,none,NO,654.0,0.0,male,GOOD
Texas,0.0,6.0,Good,retraining,1238.0,0.0,0,4,unknown,none,-1,life insurance,36,none,own,1,high qualif/self emp/mgmt,2,yes,NO,1238.0,0.0,unknown,BAD
Wisconsin,0.0,18.0,Bad,radio/tv,1245.0,0.0,2,4,male mar/wid,none,-1,car,33,none,unknown,1,skilled,1,none,NO,1245.0,0.0,male,GOOD
Arizona,-4938.47,18.0,Moderate,furniture/equipment,3114.0,28.84,1,1,female div/dep/mar,unknown,4,life insurance,26,none,unknown,1,skilled,1,none,YES,-1795.63,-1.5761252006420545,female,BAD
California,0.0,39.0,Good,used car,2569.0,0.0,2,4,male single,none,4,car,33,none,own,1,skilled,1,none,YES,2569.0,0.0,male,GOOD
California,1525.11,24.0,Good,radio/tv,5152.0,12.95,3,4,male single,none,-1,car,25,bank,own,1,skilled,1,none,YES,6690.0599999999995,0.2984785561808655,male,BAD
California,-1277.22,15.0,Bad,furniture/equipment,1478.0,0.0,4,4,male single,unknown,4,car,33,none,own,2,skilled,2,yes,YES,200.77999999999997,-0.8635699797160243,male,BAD
California,28.6,12.0,Moderate,radio/tv,3573.0,0.0,2,1,female div/dep/mar,none,-1,real estate,23,none,own,1,unskilled resident,1,none,YES,3601.6,0.00800223838836038,female,BAD
Georgia,35.33,24.0,Good,new car,1201.0,98.3,1,4,male single,none,1,life insurance,26,none,unknown,1,skilled,1,none,YES,1334.63,0.1111730449251248,male,BAD
Illinois,-429.47,30.0,Good,furniture/equipment,3622.0,3227.17,0,4,unknown,unknown,4,no known property,57,none,rent,2,skilled,1,yes,NO,6419.7,0.7722053546784432,unknown,GOOD
Indiana,0.0,15.0,Moderate,furniture/equipment,960.0,0.0,3,3,female div/dep/mar,none,2,life insurance,30,none,own,2,skilled,1,none,YES,960.0,0.0,female,BAD
Louisiana,0.0,12.0,Bad,new car,1163.0,0.0,2,4,male single,unknown,4,real estate,44,none,own,1,skilled,1,unknown,YES,1163.0,0.0,male,GOOD
Maryland,6.78,6.0,Moderate,new car,1209.0,78.37,0,4,male single,none,4,life insurance,47,none,own,1,high qualif/self emp/mgmt,1,yes,NO,1294.15,0.07037190082644629,male,GOOD
Michigan,0.0,12.0,Good,other,3077.0,0.0,2,2,unknown,none,4,car,52,none,own,1,skilled,1,yes,YES,3077.0,0.0,unknown,GOOD
Missouri,0.0,18.0,Moderate,other,3757.0,0.0,0,4,female div/dep/mar,co applicant,-1,no known property,62,none,for free,1,skilled,1,yes,NO,3757.0,0.0,female,GOOD
New Jersey,0.0,10.0,Good,other,1418.0,0.0,2,3,male single,none,-1,real estate,35,none,rent,1,unskilled resident,1,unknown,YES,1418.0,0.0,male,BAD
New Jersey,0.0,6.0,Good,other,3518.0,0.0,2,2,male single,guarantor,3,life insurance,26,none,rent,1,skilled,1,none,NO,3518.0,0.0,male,BAD
New York,156.83,18.0,Moderate,business,8318.0,84.15,4,2,female div/dep/mar,none,4,no known property,33,none,for free,2,high qualif/self emp/mgmt,1,yes,NO,8558.98,0.028967423969227073,female,BAD
Pennsylvania,0.0,6.0,Bad,radio/tv,1237.0,0.0,0,1,female div/dep/mar,none,1,life insurance,27,none,own,2,skilled,1,none,NO,1237.0,0.0,female,GOOD
Tennessee,19.96,6.0,Good,radio/tv,368.0,0.0,0,4,unknown,none,4,life insurance,38,none,own,1,skilled,1,none,YES,387.96,0.05409214092140922,unknown,GOOD
Texas,-9227.53,12.0,Bad,new car,2122.0,55.13,2,3,male single,none,2,real estate,33,none,rent,2,unskilled resident,2,none,NO,-7050.4000000000015,-4.320489872821479,male,GOOD
Texas,-7638.04,24.0,Good,furniture/equipment,2996.0,0.0,2,2,male mar/wid,unknown,4,car,20,none,own,1,skilled,1,none,NO,-4642.04,-2.548561895228562,male,BAD
Texas,180.86,18.0,Good,furniture/equipment,9034.0,242.99,1,4,male single,co applicant,1,no known property,29,none,rent,1,high qualif/self emp/mgmt,1,yes,YES,9457.85,0.0469120088544549,male,BAD
Texas,0.0,24.0,Bad,furniture/equipment,1585.0,0.0,3,4,male single,none,-1,life insurance,40,none,own,2,skilled,1,none,NO,1585.0,0.0,male,GOOD
Arizona,85.67,18.0,Good,radio/tv,2315.0,14.86,4,4,male mar/wid,guarantor,2,real estate,32,unknown,own,1,unskilled resident,1,none,YES,2415.53,0.04340673575129534,male,BAD
California,3311.7,6.0,Bad,other,1323.0,442.18,4,2,male div/sep,none,4,car,28,unknown,own,2,skilled,2,yes,YES,5076.879999999999,2.835256797583081,male,GOOD
California,-5229.05,24.0,Moderate,new car,3123.0,17.05,0,4,female div/dep/mar,none,1,life insurance,27,none,own,1,skilled,1,none,YES,-2089.0,-1.6683738796414853,female,GOOD
California,-5239.0,36.0,Good,used car,5493.0,0.0,4,2,male single,none,4,no known property,42,none,for free,-1,skilled,2,none,NO,254.0,-0.9535857298871496,male,GOOD
Georgia,6307.46,9.0,Moderate,radio/tv,2315.0,238.87,0,-1,male div/sep,none,4,no known property,49,none,own,1,skilled,1,none,NO,8861.33,2.8265673575129533,male,BAD
Illinois,58.57,24.0,Bad,radio/tv,1216.0,354.18,1,4,male single,none,4,no known property,38,bank,own,2,skilled,2,none,NO,1628.75,0.3391536565324569,male,BAD
Indiana,-7648.53,24.0,Good,new car,1207.0,35.15,0,4,unknown,none,4,life insurance,24,none,rent,-1,skilled,1,none,YES,-6406.38,-6.302466887417219,unknown,GOOD
Louisiana,0.0,10.0,Good,new car,1309.0,0.0,2,4,male single,guarantor,4,life insurance,27,none,own,1,unskilled resident,1,none,NO,1309.0,0.0,male,GOOD
Michigan,6026.68,15.0,Bad,used car,2360.0,651.95,2,2,male single,none,2,car,36,none,own,1,skilled,1,yes,NO,9038.630000000001,2.8287293519695047,male,GOOD
Missouri,131.74,15.0,Good,new car,2315.0,207.23,0,1,male single,none,2,life insurance,34,unknown,own,1,high qualif/self emp/mgmt,2,yes,NO,2653.9700000000003,0.14636010362694302,male,BAD
New Jersey,0.0,24.0,Good,radio/tv,2315.0,0.0,2,4,unknown,none,2,life insurance,28,unknown,unknown,1,unknown,1,none,NO,2315.0,0.0,unknown,BAD
New Jersey,0.0,39.0,Good,other,8588.0,0.0,4,4,male single,none,2,car,45,none,own,1,unknown,1,yes,NO,8588.0,0.0,male,GOOD
Nevada,-113.48,12.0,Good,new car,759.0,0.0,3,4,male single,none,2,real estate,26,none,own,1,skilled,1,none,YES,645.52,-0.1493157894736842,male,BAD
New York,0.0,36.0,Good,used car,4686.0,0.0,2,2,unknown,none,2,no known property,33,none,for free,-1,high qualif/self emp/mgmt,1,yes,NO,4686.0,0.0,unknown,BAD
Pennsylvania,7770.45,15.0,Good,business,2687.0,49.54,0,2,male single,none,4,life insurance,26,unknown,rent,1,unknown,1,unknown,YES,10506.99,2.9092224702380953,male,BAD
Tennessee,139.31,12.0,Moderate,radio/tv,585.0,55.52,2,4,male mar/wid,co applicant,4,real estate,20,none,rent,2,skilled,1,unknown,YES,779.83,0.33247440273037543,male,GOOD
Texas,0.0,24.0,Good,new car,2315.0,0.0,1,4,male single,none,1,life insurance,54,none,own,1,skilled,1,none,YES,2315.0,0.0,male,GOOD
Texas,-1828.56,6.0,Bad,new car,609.0,0.0,3,4,female div/dep/mar,none,3,life insurance,37,none,own,2,skilled,1,none,NO,-1219.56,-2.997639344262295,female,BAD
Texas,-8733.45,6.0,Bad,new car,1361.0,36.33,1,2,male single,none,4,real estate,40,none,unknown,1,unskilled resident,2,none,YES,-7336.120000000001,-6.385550660792952,male,GOOD
Arizona,0.0,36.0,Bad,furniture/equipment,7127.0,0.0,1,2,female div/dep/mar,none,4,life insurance,23,unknown,rent,2,skilled,1,yes,NO,7127.0,0.0,female,BAD
California,-2118.37,6.0,Good,new car,1203.0,432.97,4,3,male single,none,2,life insurance,43,none,own,1,skilled,1,yes,NO,-482.39999999999986,-1.3998338870431892,male,GOOD
California,0.0,6.0,Bad,other,700.0,0.0,4,4,male single,none,4,no known property,36,none,for free,2,skilled,1,none,YES,700.0,0.0,male,GOOD
California,0.0,24.0,Bad,repairs,2315.0,0.0,4,3,male single,unknown,4,no known property,44,none,for free,2,skilled,1,none,YES,2315.0,0.0,male,GOOD
Georgia,-8455.84,18.0,Good,radio/tv,3190.0,45.05,0,2,female div/dep/mar,none,2,real estate,24,none,own,1,skilled,1,none,YES,-5220.790000000001,-2.63578502036979,female,BAD
Illinois,-8255.57,48.0,Moderate,furniture/equipment,7119.0,97.02,2,3,male single,none,4,no known property,33,none,for free,-1,skilled,2,none,YES,-1039.5499999999993,-1.1458637640449436,male,GOOD
Indiana,0.0,24.0,Good,other,3488.0,0.0,3,3,female div/dep/mar,none,4,car,33,none,own,1,skilled,1,none,NO,3488.0,0.0,female,BAD
Louisiana,1.57,18.0,Good,radio/tv,1113.0,47.41,2,4,unknown,guarantor,4,real estate,26,none,own,1,unskilled resident,1,none,YES,1161.98,0.04396768402154398,unknown,BAD
Maryland,190.77,26.0,Good,used car,7966.0,6.71,1,2,male single,none,3,no known property,30,none,own,2,skilled,1,none,YES,8163.48,0.024787247395506466,male,GOOD
Michigan,0.0,15.0,Bad,education,1532.0,0.0,2,4,female div/dep/mar,none,3,car,31,unknown,own,1,unknown,1,none,YES,1532.0,0.0,female,BAD
Missouri,0.0,4.0,Bad,radio/tv,1503.0,0.0,3,2,male single,none,-1,real estate,42,none,own,2,unknown,2,none,NO,1503.0,0.0,male,GOOD
Nevada,-1149.77,6.0,Good,new car,662.0,32.76,1,3,male single,none,4,real estate,41,none,own,1,unknown,2,yes,YES,-455.01,-1.6847812971342382,male,GOOD
New York,17.19,36.0,Good,education,2273.0,6.47,3,3,male single,none,1,no known property,32,none,own,2,skilled,2,none,NO,2296.66,0.01040457343887423,male,GOOD
Pennsylvania,97.6,15.0,Good,new car,2631.0,183.61,0,2,female div/dep/mar,none,-1,car,28,none,rent,2,skilled,1,yes,YES,2912.21,0.10684270516717327,female,BAD
Tennessee,0.0,12.0,Moderate,used car,1503.0,0.0,2,4,male mar/wid,none,4,real estate,41,none,rent,1,skilled,1,none,YES,1503.0,0.0,male,GOOD
Texas,0.0,24.0,Good,radio/tv,1311.0,0.0,3,4,male mar/wid,none,3,life insurance,26,none,own,1,skilled,1,yes,YES,1311.0,0.0,male,GOOD
Texas,0.0,24.0,Good,radio/tv,3105.0,0.0,1,4,male single,none,2,car,25,none,own,2,skilled,1,none,NO,3105.0,0.0,male,BAD
Texas,6101.43,21.0,Bad,education,2319.0,1.47,1,2,male div/sep,none,1,no known property,33,none,rent,1,skilled,1,none,NO,8421.900000000001,2.6305603448275865,male,BAD
Texas,-114.64,6.0,Good,new car,1374.0,0.0,0,-1,female div/dep/mar,none,-1,life insurance,75,unknown,own,1,high qualif/self emp/mgmt,1,unknown,NO,1259.36,-0.08337454545454545,female,BAD
California,125.78,18.0,Bad,furniture/equipment,3612.0,28.3,4,3,female div/dep/mar,none,4,life insurance,33,none,unknown,1,skilled,1,yes,YES,3766.08,0.04264600055355661,female,GOOD
California,-8788.57,48.0,Moderate,new car,7763.0,30.91,4,4,male single,none,4,no known property,42,bank,for free,1,high qualif/self emp/mgmt,1,none,YES,-994.6599999999999,-1.127982998454405,male,BAD
Georgia,2754.09,18.0,Good,furniture/equipment,3049.0,30.99,1,1,female div/dep/mar,none,1,life insurance,45,stores,own,1,unskilled resident,1,none,YES,5834.08,0.9131409836065574,female,BAD
Illinois,137.2,12.0,Good,radio/tv,1534.0,4.99,1,1,male mar/wid,none,1,real estate,23,none,rent,-1,skilled,1,none,NO,1676.19,0.09263192182410424,male,GOOD
Indiana,0.0,24.0,Moderate,new car,2032.0,0.0,4,4,male single,none,4,no known property,60,none,for free,2,unknown,1,yes,NO,2032.0,0.0,male,GOOD
Louisiana,-4007.13,30.0,Good,furniture/equipment,6350.0,0.0,4,4,male single,none,4,life insurance,31,none,own,1,skilled,1,none,NO,2342.87,-0.6309447331128957,male,GOOD
Maryland,9351.05,18.0,Good,furniture/equipment,2864.0,18.37,2,2,male single,none,1,no known property,34,none,own,1,unskilled resident,2,none,NO,12233.42,3.270303664921466,male,BAD
Michigan,0.0,12.0,Bad,new car,1255.0,0.0,4,4,male single,none,4,real estate,61,none,own,2,unskilled resident,1,unknown,NO,1255.0,0.0,male,BAD
Missouri,-643.65,24.0,Moderate,new car,1333.0,27.22,0,4,male single,none,2,real estate,43,none,for free,2,skilled,2,none,YES,716.57,-0.4620914542728635,male,GOOD
New Jersey,0.0,18.0,Bad,new car,2022.0,0.0,2,4,female div/dep/mar,none,4,car,37,none,own,1,skilled,1,yes,YES,2022.0,0.0,female,BAD
Nevada,0.0,24.0,Good,radio/tv,1552.0,0.0,3,-1,male single,unknown,1,car,32,bank,own,1,skilled,2,none,NO,1552.0,0.0,male,BAD
New York,0.0,12.0,Good,radio/tv,626.0,0.0,2,4,female div/dep/mar,none,-1,real estate,24,bank,own,1,unskilled resident,1,none,YES,626.0,0.0,female,BAD
Pennsylvania,0.0,48.0,Bad,used car,8858.0,0.0,3,2,male single,none,1,no known property,35,none,for free,2,unknown,1,yes,NO,8858.0,0.0,male,GOOD
Texas,0.0,12.0,Bad,other,996.0,0.0,3,4,female div/dep/mar,none,4,real estate,23,none,unknown,2,skilled,1,none,NO,996.0,0.0,female,GOOD
Texas,0.0,6.0,Good,radio/tv,1750.0,0.0,4,2,male single,none,4,life insurance,45,bank,own,1,unskilled resident,2,none,YES,1750.0,0.0,male,GOOD
Texas,-8206.97,48.0,Good,radio/tv,2315.0,36.37,3,1,male mar/wid,guarantor,1,real estate,33,none,own,2,skilled,1,yes,YES,-5855.599999999999,-3.527892918825561,male,BAD
California,187.52,12.0,Bad,other,1995.0,214.45,1,4,male single,none,1,car,27,unknown,own,1,skilled,1,none,YES,2396.9700000000003,0.2013877755511022,male,GOOD
California,104.1,9.0,Good,education,1199.0,90.98,3,4,female div/dep/mar,none,4,life insurance,67,none,own,2,high qualif/self emp/mgmt,1,yes,YES,1394.08,0.16256666666666666,female,BAD
Illinois,32.01,12.0,Moderate,radio/tv,1331.0,3.87,1,2,male single,none,1,car,22,stores,own,1,skilled,1,none,YES,1366.88,0.026936936936936932,male,BAD
Indiana,4.96,18.0,Moderate,new car,2278.0,245.49,0,3,female div/dep/mar,none,3,car,28,none,own,2,skilled,1,none,YES,2528.45,0.10989469065379553,female,GOOD
Louisiana,0.0,21.0,Moderate,new car,2315.0,0.0,2,1,female div/dep/mar,none,4,life insurance,29,bank,own,2,skilled,1,unknown,NO,2315.0,0.0,female,GOOD
Maryland,-7703.31,24.0,Good,furniture/equipment,3552.0,34.27,3,3,male single,none,4,no known property,27,bank,own,1,skilled,1,none,YES,-4117.04,-2.158468899521531,male,GOOD
Michigan,150.22,18.0,Bad,furniture/equipment,1928.0,98.59,1,-1,male single,none,-1,real estate,31,none,own,2,unskilled resident,1,none,NO,2176.81,0.1289839294971488,male,GOOD
Missouri,-6115.25,24.0,Moderate,used car,2964.0,0.0,4,4,male single,none,-1,no known property,49,bank,for free,1,skilled,2,yes,YES,-3151.25,-2.06247892074199,male,GOOD
New Jersey,-565.62,24.0,Moderate,other,1546.0,34.47,3,4,male single,guarantor,4,car,24,bank,rent,1,unknown,1,none,YES,1014.85,-0.3433419521654816,male,GOOD
Nevada,2165.21,6.0,Moderate,radio/tv,683.0,76.88,1,2,female div/dep/mar,none,1,life insurance,29,bank,own,1,skilled,1,none,NO,2925.09,3.2779093567251465,female,GOOD
New York,16.83,36.0,Good,new car,12389.0,0.0,2,1,male single,none,4,no known property,37,none,for free,1,skilled,1,yes,NO,12405.83,0.0013583535108958836,male,BAD
Pennsylvania,45.62,18.0,Moderate,business,4712.0,0.0,2,4,male single,unknown,2,life insurance,37,unknown,own,2,high qualif/self emp/mgmt,1,yes,NO,4757.62,0.009679609590494376,male,GOOD
Texas,105.1,24.0,Moderate,radio/tv,1553.0,427.25,3,3,female div/dep/mar,none,2,life insurance,23,none,rent,2,skilled,1,yes,YES,2085.35,0.34256756756756757,female,GOOD
Texas,-4731.97,12.0,Good,new car,1372.0,73.59,0,2,male div/sep,unknown,-1,no known property,36,none,own,1,skilled,1,none,NO,-3286.38,-3.392847778587036,male,GOOD
Texas,0.0,24.0,Bad,radio/tv,2315.0,0.0,4,2,male single,none,2,car,34,none,own,1,skilled,1,none,NO,2315.0,0.0,male,GOOD
California,141.77,48.0,Good,other,3979.0,0.0,3,4,male single,unknown,1,car,41,none,own,2,skilled,2,yes,YES,4120.77,0.03562060301507538,male,GOOD
Illinois,-8505.01,48.0,Good,radio/tv,6758.0,79.62,2,3,female div/dep/mar,none,2,car,31,none,own,1,skilled,1,yes,NO,-1667.3899999999994,-1.2465438674360112,female,GOOD
Maryland,-1076.42,18.0,Good,furniture/equipment,3234.0,32.53,0,4,unknown,unknown,4,real estate,23,none,rent,1,unskilled resident,1,yes,NO,2190.1099999999997,-0.3226862442040186,unknown,GOOD
Michigan,0.0,30.0,Moderate,radio/tv,5954.0,0.0,3,-1,male single,co applicant,2,car,38,none,own,1,skilled,1,unknown,YES,5954.0,0.0,male,GOOD
Missouri,0.0,18.0,Good,used car,5433.0,0.0,0,2,female div/dep/mar,none,-1,life insurance,26,none,rent,1,high qualif/self emp/mgmt,1,yes,NO,5433.0,0.0,female,GOOD
Nevada,-7798.75,18.0,Good,other,806.0,56.13,2,4,female div/dep/mar,none,4,life insurance,33,none,unknown,1,unknown,1,none,NO,-6936.62,-9.594324659231722,female,GOOD
New York,34.86,9.0,Good,radio/tv,1082.0,75.33,4,4,male single,none,4,no known property,33,none,own,2,unskilled resident,1,none,NO,1192.19,0.10174515235457063,male,BAD
Pennsylvania,0.0,15.0,Bad,furniture/equipment,2788.0,0.0,3,2,female div/dep/mar,co applicant,3,no known property,24,bank,own,2,skilled,1,none,YES,2788.0,0.0,female,GOOD
Texas,177.2,12.0,Good,radio/tv,2930.0,85.34,3,2,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,NO,3192.54,0.08957352439440462,female,BAD
Texas,0.0,24.0,Bad,education,1927.0,0.0,2,3,female div/dep/mar,none,2,car,33,none,unknown,2,skilled,1,yes,YES,1927.0,0.0,female,GOOD
Texas,198.94,36.0,Bad,new car,2820.0,19.45,1,-1,male div/sep,none,-1,no known property,27,none,own,2,skilled,1,none,YES,3038.39,0.07741580999645516,male,GOOD
California,0.0,24.0,Good,other,937.0,0.0,1,4,male mar/wid,none,-1,car,33,none,own,2,unskilled resident,1,none,NO,937.0,0.0,male,BAD
Illinois,15.62,18.0,Bad,new car,1056.0,14.8,4,3,male single,guarantor,3,real estate,30,bank,own,2,skilled,1,unknown,YES,1086.42,0.028779564806054873,male,GOOD
Maryland,11.12,12.0,Bad,new car,3124.0,52.67,0,1,male single,none,3,real estate,49,bank,own,2,unknown,2,none,NO,3187.79,0.0204128,male,BAD
Michigan,0.0,9.0,Good,furniture/equipment,1388.0,0.0,2,4,female div/dep/mar,none,2,real estate,26,none,rent,1,skilled,1,none,YES,1388.0,0.0,female,GOOD
Missouri,158.08,36.0,Good,repairs,2384.0,59.98,1,4,male single,none,1,no known property,33,none,rent,1,unskilled resident,1,none,NO,2602.06,0.09142976939203354,male,GOOD
Nevada,0.0,12.0,Good,new car,2133.0,0.0,4,4,female div/dep/mar,none,4,no known property,52,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,2133.0,0.0,female,BAD
New York,-7660.79,18.0,Good,furniture/equipment,2039.0,66.73,2,1,female div/dep/mar,none,4,no known property,20,bank,rent,1,skilled,1,none,YES,-5555.06,-3.722578431372549,female,BAD
Pennsylvania,-2109.83,9.0,Bad,new car,2799.0,52.78,2,2,male single,none,2,real estate,36,none,rent,2,skilled,2,none,YES,741.9500000000003,-0.7346607142857142,male,GOOD
Texas,-8493.58,12.0,Good,furniture/equipment,1289.0,33.14,2,4,male single,unknown,1,life insurance,21,none,own,1,unskilled resident,1,none,NO,-7171.4400000000005,-6.558480620155039,male,BAD
Texas,-4419.02,18.0,Good,domestic appliance,1217.0,0.0,2,4,male mar/wid,none,-1,real estate,47,none,own,1,unskilled resident,1,yes,NO,-3202.0200000000004,-3.6280952380952383,male,BAD
California,-7550.63,12.0,Bad,furniture/equipment,2246.0,2.68,4,-1,male single,none,3,life insurance,60,none,own,2,skilled,1,none,YES,-5301.95,-3.3591232754784155,male,GOOD
Illinois,-7837.91,12.0,Bad,radio/tv,2315.0,72.73,3,4,female div/dep/mar,none,3,real estate,58,none,own,4,unskilled resident,1,yes,NO,-5450.18,-3.352841105354059,female,BAD
Michigan,23.86,18.0,Moderate,new car,1965.0,0.0,2,4,unknown,none,4,car,33,none,unknown,2,skilled,1,yes,NO,1988.86,0.012136317395727365,unknown,GOOD
Missouri,0.0,21.0,Good,business,2315.0,0.0,4,4,female div/dep/mar,none,4,real estate,36,bank,own,1,unskilled resident,1,unknown,NO,2315.0,0.0,female,GOOD
New York,51.5,24.0,Good,new car,2718.0,64.05,2,3,female div/dep/mar,none,4,life insurance,20,none,unknown,-1,unskilled resident,1,yes,YES,2833.55,0.04249724163295329,female,BAD
Pennsylvania,-6474.5,24.0,Good,other,1358.0,0.0,4,-1,male single,none,3,car,40,stores,own,1,high qualif/self emp/mgmt,1,yes,YES,-5116.5,-4.7641648270787345,male,GOOD
Texas,137.68,6.0,Moderate,new car,931.0,324.58,1,1,female div/dep/mar,none,1,life insurance,32,stores,own,1,unknown,1,none,YES,1393.26,0.4959871244635193,female,GOOD
California,-7808.18,24.0,Good,new car,1442.0,25.48,0,4,female div/dep/mar,none,-1,car,23,none,rent,2,skilled,1,none,YES,-6340.700000000001,-5.393416493416494,female,GOOD
Illinois,100.19,24.0,Moderate,business,4241.0,13.53,2,1,male single,none,4,real estate,36,none,own,3,unskilled resident,1,yes,NO,4354.72,0.02680810938236681,male,GOOD
Maryland,0.0,18.0,Bad,new car,2315.0,0.0,3,2,male single,none,2,life insurance,31,bank,own,2,unknown,1,none,NO,2315.0,0.0,male,BAD
Michigan,0.0,24.0,Moderate,business,3863.0,0.0,2,1,male single,none,-1,no known property,32,none,for free,1,unknown,1,unknown,NO,3863.0,0.0,male,BAD
Missouri,141.17,7.0,Good,other,2329.0,76.66,1,1,female div/dep/mar,guarantor,1,real estate,45,none,unknown,1,skilled,1,none,YES,2546.83,0.09348927038626609,female,GOOD
New York,48.14,9.0,Good,other,918.0,84.97,0,4,female div/dep/mar,none,-1,life insurance,33,none,own,1,skilled,1,none,NO,1051.1100000000001,0.14484221980413495,female,BAD
Pennsylvania,10.4,24.0,Good,education,1837.0,53.92,3,4,female div/dep/mar,none,4,no known property,34,bank,for free,1,unskilled resident,1,none,YES,1901.32,0.03499455930359086,female,GOOD
Texas,0.0,36.0,Good,furniture/equipment,3349.0,0.0,2,4,female div/dep/mar,none,2,car,28,none,unknown,1,high qualif/self emp/mgmt,1,yes,YES,3349.0,0.0,female,GOOD
California,1789.83,10.0,Good,furniture/equipment,1275.0,58.68,1,4,unknown,none,2,life insurance,23,none,own,1,unknown,1,none,YES,3123.51,1.4486755485893417,unknown,GOOD
Illinois,-4763.99,24.0,Good,furniture/equipment,2315.0,776.87,2,-1,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,YES,-1672.12,-1.7215544041450777,male,GOOD
Michigan,0.0,24.0,Bad,business,4526.0,0.0,2,3,male single,unknown,2,real estate,74,none,own,1,unknown,1,yes,YES,4526.0,0.0,male,GOOD
Missouri,168.77,36.0,Good,other,2671.0,0.0,0,4,female div/dep/mar,unknown,4,no known property,50,unknown,for free,1,skilled,1,unknown,YES,2839.77,0.06316242514970061,female,GOOD
New York,0.0,18.0,Good,radio/tv,2315.0,0.0,1,4,male single,none,1,real estate,33,none,own,1,skilled,1,none,NO,2315.0,0.0,male,BAD
Pennsylvania,0.0,15.0,Good,used car,1300.0,0.0,4,4,male single,none,4,no known property,45,bank,for free,1,skilled,2,none,NO,1300.0,0.0,male,GOOD
Texas,-6772.88,12.0,Good,domestic appliance,741.0,280.59,0,-1,female div/dep/mar,none,3,life insurance,22,none,unknown,1,skilled,1,none,NO,-5751.29,-8.749716981132076,female,GOOD
Texas,3206.06,18.0,Good,new car,1240.0,191.82,0,1,female div/dep/mar,none,4,no known property,33,unknown,for free,1,unskilled resident,2,none,YES,4637.88,2.7380177276390008,female,GOOD
California,-1041.19,21.0,Good,radio/tv,3357.0,8629.45,1,4,female div/dep/mar,none,2,car,29,bank,unknown,1,skilled,1,none,YES,10945.26,2.259755807027993,female,GOOD
Illinois,-2735.83,24.0,Good,used car,3632.0,58.25,2,1,female div/dep/mar,guarantor,4,car,22,bank,rent,1,unknown,1,none,NO,954.4200000000001,-0.7370162400220204,female,GOOD
Indiana,0.0,18.0,Moderate,furniture/equipment,1808.0,0.0,3,4,female div/dep/mar,none,1,real estate,33,none,own,1,skilled,1,none,YES,1808.0,0.0,female,BAD
Maryland,141.49,48.0,Moderate,business,12204.0,0.0,2,2,male single,none,2,car,48,unknown,own,1,high qualif/self emp/mgmt,1,unknown,NO,12345.49,0.011592789840229415,male,GOOD
Michigan,162.45,60.0,Moderate,radio/tv,2315.0,0.0,2,2,unknown,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,none,YES,2477.45,0.07014248704663212,unknown,BAD
Missouri,-3041.24,6.0,Bad,new car,3676.0,29.16,2,1,unknown,none,3,real estate,37,none,rent,3,skilled,2,none,NO,663.9200000000001,-0.8191677998368235,unknown,GOOD
New York,132.49,30.0,Good,furniture/equipment,3441.0,0.0,2,-1,female div/dep/mar,co applicant,4,car,21,none,rent,1,skilled,1,none,NO,3573.49,0.03849215572341662,female,GOOD
Pennsylvania,0.0,12.0,Good,new car,640.0,0.0,2,-1,male div/sep,none,2,real estate,49,none,own,1,unskilled resident,1,none,YES,640.0,0.0,male,BAD
Texas,19.98,21.0,Bad,business,3652.0,51.81,3,2,male single,none,3,life insurance,27,unknown,own,2,skilled,1,none,YES,3723.79,0.01965234054202026,male,GOOD
California,0.0,18.0,Bad,new car,1530.0,0.0,2,3,male single,none,2,life insurance,32,bank,own,2,skilled,1,none,NO,1530.0,0.0,male,GOOD
Illinois,0.0,48.0,Good,business,3914.0,0.0,2,4,male div/sep,none,2,real estate,38,bank,own,1,skilled,1,none,YES,3914.0,0.0,male,BAD
Michigan,-5290.04,12.0,Good,furniture/equipment,2315.0,60.63,1,4,female div/dep/mar,none,1,car,22,none,unknown,1,skilled,1,none,NO,-2914.41,-2.257949050086356,female,GOOD
