location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,year,month,class
Fulton,Georgia,5,18.0,existing paid,radio/tv,518.0,"(-0.001, 7.154]",0,3,female div/dep/mar,none,1,real estate,29,none,own,1,skilled,1,none,YES,1995,8,GOOD
Cook,Illinois,5,12.0,no credits/all paid,furniture/equipment,2759.0,"(-0.001, 7.154]",3,2,male single,none,4,life insurance,34,none,own,2,skilled,1,none,YES,1995,8,GOOD
Marion,Indiana,5,24.0,existing paid,used car,2670.0,"(-0.001, 7.154]",3,4,male single,none,4,car,35,unknown,unknown,1,high qualif/self emp/mgmt,1,yes,NO,1995,8,GOOD
Orleans,Louisiana,0,24.0,existing paid,new car,4817.0,"(34.309, 65.862]",1,2,male single,co applicant,3,life insurance,31,none,own,1,skilled,1,yes,NO,1995,8,GOOD
Baltimore city,Maryland,5,24.0,unknown,used car,2679.0,"(-0.001, 7.154]",2,4,unknown,none,1,no known property,29,none,own,1,high qualif/self emp/mgmt,1,yes,YES,1995,8,BAD
Wayne,Michigan,1,11.0,critical/other existing credit,new car,2315.0,"(-0.001, 7.154]",0,2,male single,none,2,real estate,33,none,rent,2,skilled,2,none,YES,1995,8,BAD
Other,Missouri,1,12.0,existing paid,used car,3386.0,"(7.154, 34.309]",3,-1,male single,none,4,no known property,35,none,for free,1,skilled,1,yes,NO,1995,8,BAD
St. Louis,Missouri,2,6.0,existing paid,unknown,343.0,"(34.309, 65.862]",2,-1,unknown,none,1,real estate,27,none,own,1,skilled,1,unknown,YES,1995,8,GOOD
Other,Mississippi,5,18.0,existing paid,radio/tv,4594.0,"(-0.001, 7.154]",2,3,male single,none,2,car,32,none,own,1,skilled,1,yes,YES,1995,8,BAD
Other,North Carolina,3,36.0,existing paid,furniture/equipment,3620.0,"(7.154, 34.309]",0,1,male single,guarantor,2,life insurance,37,none,own,1,skilled,2,none,YES,1995,8,BAD
Other,New Jersey,0,15.0,existing paid,new car,2315.0,"(-0.001, 7.154]",2,2,male single,none,3,real estate,36,none,own,-1,skilled,1,none,YES,1995,8,GOOD
Essex,New Jersey,5,12.0,existing paid,furniture/equipment,3017.0,"(-0.001, 7.154]",2,3,female div/dep/mar,none,1,real estate,34,none,rent,1,high qualif/self emp/mgmt,1,none,YES,1995,8,GOOD
Clark,Nevada,5,12.0,existing paid,retraining,2315.0,"(-0.001, 7.154]",3,4,male single,none,4,life insurance,38,none,own,2,skilled,1,none,YES,1995,8,GOOD
New York,New York,5,18.0,existing paid,business,1950.0,"(-0.001, 7.154]",1,4,male single,none,1,car,34,stores,own,2,skilled,1,yes,NO,1995,8,GOOD
Other,New York,3,24.0,existing paid,used car,2924.0,"(7.154, 34.309]",0,3,male single,unknown,4,no known property,63,bank,unknown,-1,unknown,2,yes,NO,1995,8,BAD
Other,Oregon,3,24.0,delayed previously,radio/tv,1659.0,"(65.862, 98.282]",2,4,female div/dep/mar,none,2,car,29,none,rent,1,unskilled resident,1,yes,NO,1995,8,BAD
Philadelphia,Pennsylvania,5,48.0,delayed previously,radio/tv,7238.0,"(-0.001, 7.154]",3,3,male single,none,3,car,32,unknown,own,2,unknown,2,none,YES,1995,8,GOOD
Other,Tennessee,5,18.0,unknown,business,2764.0,"(-0.001, 7.154]",0,2,female div/dep/mar,none,2,car,26,none,own,-1,skilled,1,yes,YES,1995,8,GOOD
Shelby,Tennessee,5,24.0,unknown,unknown,4679.0,"(-0.001, 7.154]",1,-1,male single,none,3,car,35,none,own,2,unskilled resident,1,yes,YES,1995,8,GOOD
Other,Texas,5,24.0,existing paid,radio/tv,2315.0,"(98.282, 9298.08]",2,3,male mar/wid,none,2,car,22,none,rent,1,skilled,1,yes,YES,1995,8,GOOD
Dallas,Texas,0,18.0,existing paid,education,448.0,"(34.309, 65.862]",2,4,unknown,none,4,life insurance,23,unknown,own,1,skilled,1,unknown,NO,1995,8,GOOD
Harris,Texas,5,18.0,existing paid,new car,654.0,"(-0.001, 7.154]",0,4,male single,unknown,3,car,28,none,own,1,unskilled resident,1,none,NO,1995,8,GOOD
Bexar,Texas,5,6.0,existing paid,retraining,1238.0,"(-0.001, 7.154]",4,4,unknown,none,-1,life insurance,36,none,own,1,high qualif/self emp/mgmt,2,yes,NO,1995,8,BAD
Other,Wisconsin,5,18.0,critical/other existing credit,radio/tv,1245.0,"(-0.001, 7.154]",0,4,male mar/wid,none,-1,car,33,none,unknown,1,skilled,1,none,NO,1995,8,GOOD
Maricopa,Arizona,2,18.0,no credits/all paid,furniture/equipment,3114.0,"(7.154, 34.309]",2,1,female div/dep/mar,unknown,4,life insurance,26,none,unknown,1,skilled,1,none,YES,1995,8,BAD
Alameda,California,5,39.0,existing paid,used car,2569.0,"(-0.001, 7.154]",0,4,male single,none,4,car,33,none,own,1,skilled,1,none,YES,1995,8,GOOD
Los Angeles,California,5,24.0,existing paid,radio/tv,5152.0,"(7.154, 34.309]",1,4,male single,none,-1,car,25,bank,own,1,skilled,1,none,YES,1995,8,BAD
San Diego,California,4,15.0,critical/other existing credit,furniture/equipment,1478.0,"(-0.001, 7.154]",3,4,male single,unknown,4,car,33,none,own,2,skilled,2,yes,YES,1995,9,BAD
San Francisco,California,5,12.0,unknown,radio/tv,3573.0,"(-0.001, 7.154]",0,1,female div/dep/mar,none,-1,real estate,23,none,own,1,unskilled resident,1,none,YES,1995,9,BAD
Fulton,Georgia,5,24.0,existing paid,new car,1201.0,"(98.282, 9298.08]",2,4,male single,none,1,life insurance,26,none,unknown,1,skilled,1,none,YES,1995,9,BAD
Cook,Illinois,4,30.0,existing paid,furniture/equipment,3622.0,"(98.282, 9298.08]",5,4,unknown,unknown,4,no known property,57,none,rent,2,skilled,1,yes,NO,1995,9,GOOD
Marion,Indiana,5,15.0,delayed previously,furniture/equipment,960.0,"(-0.001, 7.154]",1,3,female div/dep/mar,none,2,life insurance,30,none,own,2,skilled,1,none,YES,1995,9,BAD
Orleans,Louisiana,5,12.0,critical/other existing credit,new car,1163.0,"(-0.001, 7.154]",0,4,male single,unknown,4,real estate,44,none,own,1,skilled,1,unknown,YES,1995,9,GOOD
Baltimore city,Maryland,5,6.0,unknown,new car,1209.0,"(65.862, 98.282]",4,4,male single,none,4,life insurance,47,none,own,1,high qualif/self emp/mgmt,1,yes,NO,1995,9,GOOD
Wayne,Michigan,5,12.0,existing paid,unknown,3077.0,"(-0.001, 7.154]",0,2,unknown,none,4,car,52,none,own,1,skilled,1,yes,YES,1995,9,GOOD
St. Louis,Missouri,5,18.0,unknown,unknown,3757.0,"(-0.001, 7.154]",5,4,female div/dep/mar,co applicant,-1,no known property,62,none,for free,1,skilled,1,yes,NO,1995,9,GOOD
Other,New Jersey,5,10.0,existing paid,unknown,1418.0,"(-0.001, 7.154]",0,3,male single,none,-1,real estate,35,none,rent,1,unskilled resident,1,unknown,YES,1995,9,BAD
Essex,New Jersey,5,6.0,existing paid,unknown,3518.0,"(-0.001, 7.154]",0,2,male single,guarantor,3,life insurance,26,none,rent,1,skilled,1,none,NO,1995,9,BAD
New York,New York,5,18.0,unknown,business,8318.0,"(65.862, 98.282]",3,2,female div/dep/mar,none,4,no known property,33,none,for free,2,high qualif/self emp/mgmt,1,yes,NO,1995,9,BAD
Philadelphia,Pennsylvania,5,6.0,critical/other existing credit,radio/tv,1237.0,"(-0.001, 7.154]",5,1,female div/dep/mar,none,1,life insurance,27,none,own,2,skilled,1,none,NO,1995,9,GOOD
Shelby,Tennessee,5,6.0,existing paid,radio/tv,368.0,"(-0.001, 7.154]",5,4,unknown,none,4,life insurance,38,none,own,1,skilled,1,none,YES,1995,9,GOOD
Other,Texas,0,12.0,critical/other existing credit,new car,2122.0,"(34.309, 65.862]",0,3,male single,none,2,real estate,33,none,rent,2,unskilled resident,2,none,NO,1995,9,GOOD
Dallas,Texas,1,24.0,existing paid,furniture/equipment,2996.0,"(-0.001, 7.154]",0,2,male mar/wid,unknown,4,car,20,none,own,1,skilled,1,none,NO,1995,9,BAD
Harris,Texas,5,18.0,existing paid,furniture/equipment,9034.0,"(98.282, 9298.08]",2,4,male single,co applicant,1,no known property,29,none,rent,1,high qualif/self emp/mgmt,1,yes,YES,1995,9,BAD
Bexar,Texas,5,24.0,critical/other existing credit,furniture/equipment,1585.0,"(-0.001, 7.154]",1,4,male single,none,-1,life insurance,40,none,own,2,skilled,1,none,NO,1995,9,GOOD
Maricopa,Arizona,5,18.0,existing paid,radio/tv,2315.0,"(7.154, 34.309]",3,4,male mar/wid,guarantor,2,real estate,32,unknown,own,1,unskilled resident,1,none,YES,1995,9,BAD
Alameda,California,6,6.0,critical/other existing credit,unknown,1323.0,"(98.282, 9298.08]",3,2,male div/sep,none,4,car,28,unknown,own,2,skilled,2,yes,YES,1995,9,GOOD
Los Angeles,California,2,24.0,unknown,new car,3123.0,"(7.154, 34.309]",5,4,female div/dep/mar,none,1,life insurance,27,none,own,1,skilled,1,none,YES,1995,9,GOOD
San Francisco,California,2,36.0,existing paid,used car,5493.0,"(-0.001, 7.154]",3,2,male single,none,4,no known property,42,none,for free,-1,skilled,2,none,NO,1995,9,GOOD
Fulton,Georgia,8,9.0,unknown,radio/tv,2315.0,"(98.282, 9298.08]",5,-1,male div/sep,none,4,no known property,49,none,own,1,skilled,1,none,NO,1995,9,BAD
Cook,Illinois,5,24.0,critical/other existing credit,radio/tv,1216.0,"(98.282, 9298.08]",2,4,male single,none,4,no known property,38,bank,own,2,skilled,2,none,NO,1995,9,BAD
Marion,Indiana,1,24.0,existing paid,new car,1207.0,"(34.309, 65.862]",5,4,unknown,none,4,life insurance,24,none,rent,-1,skilled,1,none,YES,1995,9,GOOD
Orleans,Louisiana,5,10.0,existing paid,new car,1309.0,"(-0.001, 7.154]",0,4,male single,guarantor,4,life insurance,27,none,own,1,unskilled resident,1,none,NO,1995,9,GOOD
Wayne,Michigan,8,15.0,critical/other existing credit,used car,2360.0,"(98.282, 9298.08]",0,2,male single,none,2,car,36,none,own,1,skilled,1,yes,NO,1995,9,GOOD
St. Louis,Missouri,5,15.0,all paid,new car,2315.0,"(98.282, 9298.08]",4,1,male single,none,2,life insurance,34,unknown,own,1,high qualif/self emp/mgmt,2,yes,NO,1995,9,BAD
Other,New Jersey,5,24.0,existing paid,radio/tv,2315.0,"(-0.001, 7.154]",0,4,unknown,none,2,life insurance,28,unknown,unknown,1,unknown,1,none,NO,1995,9,BAD
Essex,New Jersey,5,39.0,existing paid,unknown,8588.0,"(-0.001, 7.154]",3,4,male single,none,2,car,45,none,own,1,unknown,1,yes,NO,1995,10,GOOD
Clark,Nevada,5,12.0,existing paid,new car,759.0,"(-0.001, 7.154]",1,4,male single,none,2,real estate,26,none,own,1,skilled,1,none,YES,1995,10,BAD
New York,New York,5,36.0,existing paid,used car,4686.0,"(-0.001, 7.154]",0,2,unknown,none,2,no known property,33,none,for free,-1,high qualif/self emp/mgmt,1,yes,NO,1995,10,BAD
Philadelphia,Pennsylvania,9,15.0,existing paid,business,2687.0,"(34.309, 65.862]",5,2,male single,none,4,life insurance,26,unknown,rent,1,unknown,1,unknown,YES,1995,10,BAD
Shelby,Tennessee,5,12.0,delayed previously,radio/tv,585.0,"(34.309, 65.862]",0,4,male mar/wid,co applicant,4,real estate,20,none,rent,2,skilled,1,unknown,YES,1995,10,GOOD
Dallas,Texas,5,24.0,existing paid,new car,2315.0,"(-0.001, 7.154]",2,4,male single,none,1,life insurance,54,none,own,1,skilled,1,none,YES,1995,10,GOOD
Harris,Texas,4,6.0,critical/other existing credit,new car,609.0,"(-0.001, 7.154]",1,4,female div/dep/mar,none,3,life insurance,37,none,own,2,skilled,1,none,NO,1995,10,BAD
Bexar,Texas,0,6.0,critical/other existing credit,new car,1361.0,"(34.309, 65.862]",2,2,male single,none,4,real estate,40,none,unknown,1,unskilled resident,2,none,YES,1995,10,GOOD
Maricopa,Arizona,5,36.0,critical/other existing credit,furniture/equipment,7127.0,"(-0.001, 7.154]",2,2,female div/dep/mar,none,4,life insurance,23,unknown,rent,2,skilled,1,yes,NO,1995,10,BAD
Alameda,California,3,6.0,existing paid,new car,1203.0,"(98.282, 9298.08]",3,3,male single,none,2,life insurance,43,none,own,1,skilled,1,yes,NO,1995,10,GOOD
Los Angeles,California,5,6.0,critical/other existing credit,unknown,700.0,"(-0.001, 7.154]",3,4,male single,none,4,no known property,36,none,for free,2,skilled,1,none,YES,1995,10,GOOD
San Francisco,California,5,24.0,critical/other existing credit,repairs,2315.0,"(-0.001, 7.154]",3,3,male single,unknown,4,no known property,44,none,for free,2,skilled,1,none,YES,1995,10,GOOD
Fulton,Georgia,0,18.0,existing paid,radio/tv,3190.0,"(34.309, 65.862]",5,2,female div/dep/mar,none,2,real estate,24,none,own,1,skilled,1,none,YES,1995,10,BAD
Cook,Illinois,0,48.0,no credits/all paid,furniture/equipment,7119.0,"(65.862, 98.282]",0,3,male single,none,4,no known property,33,none,for free,-1,skilled,2,none,YES,1995,10,GOOD
Marion,Indiana,5,24.0,existing paid,unknown,3488.0,"(-0.001, 7.154]",1,3,female div/dep/mar,none,4,car,33,none,own,1,skilled,1,none,NO,1995,10,BAD
Orleans,Louisiana,5,18.0,existing paid,radio/tv,1113.0,"(34.309, 65.862]",0,4,unknown,guarantor,4,real estate,26,none,own,1,unskilled resident,1,none,YES,1995,10,BAD
Baltimore city,Maryland,5,26.0,existing paid,used car,7966.0,"(-0.001, 7.154]",2,2,male single,none,3,no known property,30,none,own,2,skilled,1,none,YES,1995,10,GOOD
Wayne,Michigan,5,15.0,critical/other existing credit,education,1532.0,"(-0.001, 7.154]",0,4,female div/dep/mar,none,3,car,31,unknown,own,1,unknown,1,none,YES,1995,10,BAD
St. Louis,Missouri,5,4.0,critical/other existing credit,radio/tv,1503.0,"(-0.001, 7.154]",1,2,male single,none,-1,real estate,42,none,own,2,unknown,2,none,NO,1995,10,GOOD
Clark,Nevada,4,6.0,existing paid,new car,662.0,"(7.154, 34.309]",2,3,male single,none,4,real estate,41,none,own,1,unknown,2,yes,YES,1995,10,GOOD
New York,New York,5,36.0,existing paid,education,2273.0,"(-0.001, 7.154]",1,3,male single,none,1,no known property,32,none,own,2,skilled,2,none,NO,1995,10,GOOD
Philadelphia,Pennsylvania,5,15.0,existing paid,new car,2631.0,"(98.282, 9298.08]",5,2,female div/dep/mar,none,-1,car,28,none,rent,2,skilled,1,yes,YES,1995,10,BAD
Shelby,Tennessee,5,12.0,delayed previously,used car,1503.0,"(-0.001, 7.154]",0,4,male mar/wid,none,4,real estate,41,none,rent,1,skilled,1,none,YES,1995,10,GOOD
Dallas,Texas,5,24.0,existing paid,radio/tv,1311.0,"(-0.001, 7.154]",1,4,male mar/wid,none,3,life insurance,26,none,own,1,skilled,1,yes,YES,1995,10,GOOD
Harris,Texas,5,24.0,existing paid,radio/tv,3105.0,"(-0.001, 7.154]",2,4,male single,none,2,car,25,none,own,2,skilled,1,none,NO,1995,10,BAD
Bexar,Texas,8,21.0,critical/other existing credit,education,2319.0,"(-0.001, 7.154]",2,2,male div/sep,none,1,no known property,33,none,rent,1,skilled,1,none,NO,1995,10,BAD
Bexar,Texas,5,6.0,existing paid,new car,1374.0,"(-0.001, 7.154]",4,-1,female div/dep/mar,none,-1,life insurance,75,unknown,own,1,high qualif/self emp/mgmt,1,unknown,NO,1995,10,BAD
Los Angeles,California,5,18.0,critical/other existing credit,furniture/equipment,3612.0,"(7.154, 34.309]",3,3,female div/dep/mar,none,4,life insurance,33,none,unknown,1,skilled,1,yes,YES,1995,10,GOOD
San Francisco,California,0,48.0,unknown,new car,7763.0,"(7.154, 34.309]",3,4,male single,none,4,no known property,42,bank,for free,1,high qualif/self emp/mgmt,1,none,YES,1995,10,BAD
Fulton,Georgia,6,18.0,existing paid,furniture/equipment,3049.0,"(7.154, 34.309]",2,1,female div/dep/mar,none,1,life insurance,45,stores,own,1,unskilled resident,1,none,YES,1995,10,BAD
Cook,Illinois,5,12.0,existing paid,radio/tv,1534.0,"(-0.001, 7.154]",2,1,male mar/wid,none,1,real estate,23,none,rent,-1,skilled,1,none,NO,1995,11,GOOD
Marion,Indiana,5,24.0,delayed previously,new car,2032.0,"(-0.001, 7.154]",3,4,male single,none,4,no known property,60,none,for free,2,unknown,1,yes,NO,1995,11,GOOD
Orleans,Louisiana,3,30.0,existing paid,furniture/equipment,6350.0,"(-0.001, 7.154]",3,4,male single,none,4,life insurance,31,none,own,1,skilled,1,none,NO,1995,11,GOOD
Baltimore city,Maryland,9,18.0,existing paid,furniture/equipment,2864.0,"(7.154, 34.309]",0,2,male single,none,1,no known property,34,none,own,1,unskilled resident,2,none,NO,1995,11,BAD
Wayne,Michigan,5,12.0,critical/other existing credit,new car,1255.0,"(-0.001, 7.154]",3,4,male single,none,4,real estate,61,none,own,2,unskilled resident,1,unknown,NO,1995,11,BAD
Other,Missouri,4,24.0,delayed previously,new car,1333.0,"(7.154, 34.309]",4,4,male single,none,2,real estate,43,none,for free,2,skilled,2,none,YES,1995,11,GOOD
Essex,New Jersey,5,18.0,critical/other existing credit,new car,2022.0,"(-0.001, 7.154]",0,4,female div/dep/mar,none,4,car,37,none,own,1,skilled,1,yes,YES,1995,11,BAD
Clark,Nevada,5,24.0,existing paid,radio/tv,1552.0,"(-0.001, 7.154]",1,-1,male single,unknown,1,car,32,bank,own,1,skilled,2,none,NO,1995,11,BAD
New York,New York,5,12.0,all paid,radio/tv,626.0,"(-0.001, 7.154]",0,4,female div/dep/mar,none,-1,real estate,24,bank,own,1,unskilled resident,1,none,YES,1995,11,BAD
Philadelphia,Pennsylvania,5,48.0,critical/other existing credit,used car,8858.0,"(-0.001, 7.154]",1,2,male single,none,1,no known property,35,none,for free,2,unknown,1,yes,NO,1995,11,GOOD
Dallas,Texas,5,12.0,critical/other existing credit,unknown,996.0,"(-0.001, 7.154]",1,4,female div/dep/mar,none,4,real estate,23,none,unknown,2,skilled,1,none,NO,1995,11,GOOD
Harris,Texas,5,6.0,all paid,radio/tv,1750.0,"(-0.001, 7.154]",3,2,male single,none,4,life insurance,45,bank,own,1,unskilled resident,2,none,YES,1995,11,GOOD
Bexar,Texas,0,48.0,existing paid,radio/tv,2315.0,"(34.309, 65.862]",1,1,male mar/wid,guarantor,1,real estate,33,none,own,2,skilled,1,yes,YES,1995,11,BAD
Los Angeles,California,5,12.0,critical/other existing credit,unknown,1995.0,"(98.282, 9298.08]",2,4,male single,none,1,car,27,unknown,own,1,skilled,1,none,YES,1995,11,GOOD
San Francisco,California,5,9.0,existing paid,education,1199.0,"(65.862, 98.282]",1,4,female div/dep/mar,none,4,life insurance,67,none,own,2,high qualif/self emp/mgmt,1,yes,YES,1995,11,BAD
Cook,Illinois,5,12.0,unknown,radio/tv,1331.0,"(-0.001, 7.154]",2,2,male single,none,1,car,22,stores,own,1,skilled,1,none,YES,1995,11,BAD
Marion,Indiana,5,18.0,no credits/all paid,new car,2278.0,"(98.282, 9298.08]",5,3,female div/dep/mar,none,3,car,28,none,own,2,skilled,1,none,YES,1995,11,GOOD
Orleans,Louisiana,5,21.0,no credits/all paid,new car,2315.0,"(-0.001, 7.154]",0,1,female div/dep/mar,none,4,life insurance,29,bank,own,2,skilled,1,unknown,NO,1995,11,GOOD
Baltimore city,Maryland,1,24.0,all paid,furniture/equipment,3552.0,"(7.154, 34.309]",1,3,male single,none,4,no known property,27,bank,own,1,skilled,1,none,YES,1995,11,GOOD
Wayne,Michigan,5,18.0,critical/other existing credit,furniture/equipment,1928.0,"(98.282, 9298.08]",2,-1,male single,none,-1,real estate,31,none,own,2,unskilled resident,1,none,NO,1995,11,GOOD
Other,Missouri,1,24.0,unknown,used car,2964.0,"(-0.001, 7.154]",3,4,male single,none,-1,no known property,49,bank,for free,1,skilled,2,yes,YES,1995,11,GOOD
Essex,New Jersey,4,24.0,unknown,unknown,1546.0,"(34.309, 65.862]",1,4,male single,guarantor,4,car,24,bank,rent,1,unknown,1,none,YES,1995,11,GOOD
Clark,Nevada,6,6.0,delayed previously,radio/tv,683.0,"(65.862, 98.282]",2,2,female div/dep/mar,none,1,life insurance,29,bank,own,1,skilled,1,none,NO,1995,11,GOOD
New York,New York,5,36.0,existing paid,new car,12389.0,"(-0.001, 7.154]",0,1,male single,none,4,no known property,37,none,for free,1,skilled,1,yes,NO,1995,11,BAD
Philadelphia,Pennsylvania,5,18.0,delayed previously,business,4712.0,"(-0.001, 7.154]",0,4,male single,unknown,2,life insurance,37,unknown,own,2,high qualif/self emp/mgmt,1,yes,NO,1995,11,GOOD
Dallas,Texas,5,24.0,delayed previously,radio/tv,1553.0,"(98.282, 9298.08]",1,3,female div/dep/mar,none,2,life insurance,23,none,rent,2,skilled,1,yes,YES,1995,11,GOOD
Harris,Texas,2,12.0,existing paid,new car,1372.0,"(65.862, 98.282]",5,2,male div/sep,unknown,-1,no known property,36,none,own,1,skilled,1,none,NO,1995,11,GOOD
Bexar,Texas,5,24.0,critical/other existing credit,radio/tv,2315.0,"(-0.001, 7.154]",3,2,male single,none,2,car,34,none,own,1,skilled,1,none,NO,1995,11,GOOD
Los Angeles,California,5,48.0,existing paid,unknown,3979.0,"(-0.001, 7.154]",1,4,male single,unknown,1,car,41,none,own,2,skilled,2,yes,YES,1995,11,GOOD
Cook,Illinois,0,48.0,existing paid,radio/tv,6758.0,"(65.862, 98.282]",0,3,female div/dep/mar,none,2,car,31,none,own,1,skilled,1,yes,NO,1995,11,GOOD
Baltimore city,Maryland,4,18.0,existing paid,furniture/equipment,3234.0,"(7.154, 34.309]",5,4,unknown,unknown,4,real estate,23,none,rent,1,unskilled resident,1,yes,NO,1995,12,GOOD
Wayne,Michigan,5,30.0,unknown,radio/tv,5954.0,"(-0.001, 7.154]",1,-1,male single,co applicant,2,car,38,none,own,1,skilled,1,unknown,YES,1995,12,GOOD
St. Louis,Missouri,5,18.0,existing paid,used car,5433.0,"(-0.001, 7.154]",4,2,female div/dep/mar,none,-1,life insurance,26,none,rent,1,high qualif/self emp/mgmt,1,yes,NO,1995,12,GOOD
Clark,Nevada,1,18.0,existing paid,unknown,806.0,"(34.309, 65.862]",0,4,female div/dep/mar,none,4,life insurance,33,none,unknown,1,unknown,1,none,NO,1995,12,GOOD
New York,New York,5,9.0,existing paid,radio/tv,1082.0,"(65.862, 98.282]",3,4,male single,none,4,no known property,33,none,own,2,unskilled resident,1,none,NO,1995,12,BAD
Philadelphia,Pennsylvania,5,15.0,critical/other existing credit,furniture/equipment,2788.0,"(-0.001, 7.154]",1,2,female div/dep/mar,co applicant,3,no known property,24,bank,own,2,skilled,1,none,YES,1995,12,GOOD
Dallas,Texas,5,12.0,existing paid,radio/tv,2930.0,"(65.862, 98.282]",1,2,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,NO,1995,12,BAD
Harris,Texas,5,24.0,critical/other existing credit,education,1927.0,"(-0.001, 7.154]",0,3,female div/dep/mar,none,2,car,33,none,unknown,2,skilled,1,yes,YES,1995,12,GOOD
Bexar,Texas,5,36.0,critical/other existing credit,new car,2820.0,"(7.154, 34.309]",2,-1,male div/sep,none,-1,no known property,27,none,own,2,skilled,1,none,YES,1995,12,GOOD
Los Angeles,California,5,24.0,existing paid,unknown,937.0,"(-0.001, 7.154]",2,4,male mar/wid,none,-1,car,33,none,own,2,unskilled resident,1,none,NO,1995,12,BAD
Cook,Illinois,5,18.0,critical/other existing credit,new car,1056.0,"(7.154, 34.309]",3,3,male single,guarantor,3,real estate,30,bank,own,2,skilled,1,unknown,YES,1995,12,GOOD
Baltimore city,Maryland,5,12.0,critical/other existing credit,new car,3124.0,"(34.309, 65.862]",5,1,male single,none,3,real estate,49,bank,own,2,unknown,2,none,NO,1995,12,BAD
Wayne,Michigan,5,9.0,existing paid,furniture/equipment,1388.0,"(-0.001, 7.154]",0,4,female div/dep/mar,none,2,real estate,26,none,rent,1,skilled,1,none,YES,1995,12,GOOD
St. Louis,Missouri,5,36.0,existing paid,repairs,2384.0,"(34.309, 65.862]",2,4,male single,none,1,no known property,33,none,rent,1,unskilled resident,1,none,NO,1995,12,GOOD
Clark,Nevada,5,12.0,existing paid,new car,2133.0,"(-0.001, 7.154]",3,4,female div/dep/mar,none,4,no known property,52,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,1995,12,BAD
New York,New York,1,18.0,existing paid,furniture/equipment,2039.0,"(65.862, 98.282]",0,1,female div/dep/mar,none,4,no known property,20,bank,rent,1,skilled,1,none,YES,1995,12,BAD
Philadelphia,Pennsylvania,3,9.0,critical/other existing credit,new car,2799.0,"(34.309, 65.862]",0,2,male single,none,2,real estate,36,none,rent,2,skilled,2,none,YES,1995,12,GOOD
Harris,Texas,0,12.0,existing paid,furniture/equipment,1289.0,"(7.154, 34.309]",0,4,male single,unknown,1,life insurance,21,none,own,1,unskilled resident,1,none,NO,1995,12,BAD
Bexar,Texas,2,18.0,existing paid,domestic appliance,1217.0,"(-0.001, 7.154]",0,4,male mar/wid,none,-1,real estate,47,none,own,1,unskilled resident,1,yes,NO,1995,12,BAD
Los Angeles,California,1,12.0,critical/other existing credit,furniture/equipment,2246.0,"(-0.001, 7.154]",3,-1,male single,none,3,life insurance,60,none,own,2,skilled,1,none,YES,1995,12,GOOD
Cook,Illinois,1,12.0,critical/other existing credit,radio/tv,2315.0,"(65.862, 98.282]",1,4,female div/dep/mar,none,3,real estate,58,none,own,4,unskilled resident,1,yes,NO,1995,12,BAD
Wayne,Michigan,5,18.0,delayed previously,new car,1965.0,"(-0.001, 7.154]",0,4,unknown,none,4,car,33,none,unknown,2,skilled,1,yes,NO,1995,12,GOOD
St. Louis,Missouri,5,21.0,existing paid,business,2315.0,"(-0.001, 7.154]",3,4,female div/dep/mar,none,4,real estate,36,bank,own,1,unskilled resident,1,unknown,NO,1995,12,GOOD
New York,New York,5,24.0,existing paid,new car,2718.0,"(34.309, 65.862]",0,3,female div/dep/mar,none,4,life insurance,20,none,unknown,-1,unskilled resident,1,yes,YES,1995,12,BAD
Philadelphia,Pennsylvania,1,24.0,all paid,other,1358.0,"(-0.001, 7.154]",3,-1,male single,none,3,car,40,stores,own,1,high qualif/self emp/mgmt,1,yes,YES,1995,12,GOOD
Harris,Texas,5,6.0,unknown,new car,931.0,"(98.282, 9298.08]",2,1,female div/dep/mar,none,1,life insurance,32,stores,own,1,unknown,1,none,YES,1995,12,GOOD
Los Angeles,California,1,24.0,existing paid,new car,1442.0,"(7.154, 34.309]",5,4,female div/dep/mar,none,-1,car,23,none,rent,2,skilled,1,none,YES,1995,12,GOOD
Cook,Illinois,5,24.0,no credits/all paid,business,4241.0,"(7.154, 34.309]",0,1,male single,none,4,real estate,36,none,own,3,unskilled resident,1,yes,NO,1995,12,GOOD
Baltimore city,Maryland,5,18.0,critical/other existing credit,new car,2315.0,"(-0.001, 7.154]",1,2,male single,none,2,life insurance,31,bank,own,2,unknown,1,none,NO,1995,12,BAD
Wayne,Michigan,5,24.0,delayed previously,business,3863.0,"(-0.001, 7.154]",0,1,male single,none,-1,no known property,32,none,for free,1,unknown,1,unknown,NO,1995,12,BAD
Other,Missouri,5,7.0,existing paid,unknown,2329.0,"(65.862, 98.282]",2,1,female div/dep/mar,guarantor,1,real estate,45,none,unknown,1,skilled,1,none,YES,1995,12,GOOD
New York,New York,5,9.0,existing paid,unknown,918.0,"(65.862, 98.282]",5,4,female div/dep/mar,none,-1,life insurance,33,none,own,1,skilled,1,none,NO,1996,1,BAD
Philadelphia,Pennsylvania,5,24.0,all paid,education,1837.0,"(34.309, 65.862]",1,4,female div/dep/mar,none,4,no known property,34,bank,for free,1,unskilled resident,1,none,YES,1996,1,GOOD
